seq,stdDay,gubun,gubunCn,gubunEn,deathCnt,incDec,isolClearCnt,qurRate,defCnt,isolIngCnt,overFlowCnt,localOccCnt,createDt,updateDt
7809,2021년 02월 22일 00시,충북,忠北,Chungcheongbuk-do,58,7,1543,107.48,1719,118,,7,44249.43558,
7810,2021년 02월 22일 00시,충남,忠南,Chungcheongnam-do,35,6,2046,112.79,2394,313,,6,44249.43558,
7811,2021년 02월 22일 00시,전북,全北,Jeollabuk-do,54,4,1002,62.07,1128,72,,4,44249.43558,
7812,2021년 02월 22일 00시,전남,全南,Jeollanam-do,8,3,749,44.56,831,74,,3,44249.43558,
7813,2021년 02월 22일 00시,경북,庆北,Gyeongsangbuk-do,70,11,2991,120.22,3201,140,,11,44249.43558,
7814,2021년 02월 22일 00시,경남,庆南,Gyeongsangnam-do,10,6,2060,64.23,2159,89,1,5,44249.43558,
7815,2021년 02월 22일 00시,제주,济州,Jeju,1,,536,83.64,561,24,,,44249.43558,
7816,2021년 02월 22일 00시,검역,隔離區,Lazaretto,3,4,2238,,2931,690,4,,44249.43558,
7817,2021년 02월 23일 00시,합계,合计,Total,1573,357,78394,169.11,87681,7714,27,330,44250.39906,
7818,2021년 02월 23일 00시,서울,首尔,Seoul,371,126,23975,283.47,27592,3246,8,118,44250.39906,
7819,2021년 02월 23일 00시,부산,釜山,Busan,104,12,2774,92.82,3167,289,,12,44250.39906,
7820,2021년 02월 23일 00시,대구,大邱,Daegu,213,10,8239,351.65,8568,116,3,7,44250.39906,
7821,2021년 02월 23일 00시,인천,仁川,Incheon,52,14,4009,146.68,4336,275,2,12,44250.39906,
7822,2021년 02월 23일 00시,광주,光州,Gwangju,20,7,1911,137.09,1997,66,1,6,44250.39906,
7823,2021년 02월 23일 00시,대전,大田,Daejeon,15,1,1117,79.98,1179,47,1,,44250.39906,
7824,2021년 02월 23일 00시,울산,蔚山,Ulsan,37,2,912,87.27,1001,52,1,1,44250.39906,
7825,2021년 02월 23일 00시,세종,世宗,Sejong,1,1,201,63.1,216,14,,1,44250.39906,
7826,2021년 02월 23일 00시,경기,京畿,Gyeonggi-do,480,127,20358,172.23,22821,1983,5,122,44250.39906,
7827,2021년 02월 23일 00시,강원,江原,Gangwon-do,41,14,1699,119.24,1837,97,,14,44250.39906,
7828,2021년 02월 23일 00시,충북,忠北,Chungcheongbuk-do,58,4,1545,107.73,1723,120,,4,44250.39906,
7829,2021년 02월 23일 00시,충남,忠南,Chungcheongnam-do,35,8,2050,113.17,2402,317,,8,44250.39906,
7830,2021년 02월 23일 00시,전북,全北,Jeollabuk-do,54,7,1013,62.46,1135,68,,7,44250.39906,
7831,2021년 02월 23일 00시,전남,全南,Jeollanam-do,8,6,753,44.89,837,76,,6,44250.39906,
7832,2021년 02월 23일 00시,경북,庆北,Gyeongsangbuk-do,70,8,2997,120.53,3209,142,1,7,44250.39906,
7833,2021년 02월 23일 00시,경남,庆南,Gyeongsangnam-do,10,5,2067,64.38,2164,87,,5,44250.39906,
7834,2021년 02월 23일 00시,제주,济州,Jeju,1,,536,83.64,561,24,,,44250.39906,
7835,2021년 02월 23일 00시,검역,隔離區,Lazaretto,3,5,2238,,2936,695,5,,44250.39906,
7836,2021년 02월 24일 00시,합계,合计,Total,1576,440,79050,169.96,88120,7494,23,417,44251.40034,
7837,2021년 02월 24일 00시,서울,首尔,Seoul,372,144,24449,284.94,27735,2914,6,138,44251.40034,
7838,2021년 02월 24일 00시,부산,釜山,Busan,104,13,2802,93.21,3180,274,,13,44251.40034,
7839,2021년 02월 24일 00시,대구,大邱,Daegu,213,19,8252,352.43,8587,122,2,17,44251.40034,
7840,2021년 02월 24일 00시,인천,仁川,Incheon,52,18,4027,147.29,4354,275,1,17,44251.40034,
7841,2021년 02월 24일 00시,광주,光州,Gwangju,20,35,1916,139.49,2032,96,,35,44251.40034,
7842,2021년 02월 24일 00시,대전,大田,Daejeon,15,2,1121,80.11,1181,45,,2,44251.40034,
7843,2021년 02월 24일 00시,울산,蔚山,Ulsan,37,1,915,87.36,1002,50,,1,44251.40034,
7844,2021년 02월 24일 00시,세종,世宗,Sejong,1,2,203,63.68,218,14,,2,44251.40034,
7845,2021년 02월 24일 00시,경기,京畿,Gyeonggi-do,481,143,20416,173.31,22964,2067,6,137,44251.40034,
7846,2021년 02월 24일 00시,강원,江原,Gangwon-do,41,9,1704,119.83,1846,101,,9,44251.40034,
7847,2021년 02월 24일 00시,충북,忠北,Chungcheongbuk-do,58,1,1552,107.79,1724,114,,1,44251.40034,
7848,2021년 02월 24일 00시,충남,忠南,Chungcheongnam-do,35,12,2069,113.74,2414,310,,12,44251.40034,
7849,2021년 02월 24일 00시,전북,全北,Jeollabuk-do,54,8,1017,62.9,1143,72,,8,44251.40034,
7850,2021년 02월 24일 00시,전남,全南,Jeollanam-do,8,1,755,44.94,838,75,,1,44251.40034,
7851,2021년 02월 24일 00시,경북,庆北,Gyeongsangbuk-do,71,18,3000,121.2,3227,156,3,15,44251.40034,
7852,2021년 02월 24일 00시,경남,庆南,Gyeongsangnam-do,10,8,2077,64.62,2172,85,1,7,44251.40034,
7853,2021년 02월 24일 00시,제주,济州,Jeju,1,2,537,83.94,563,25,,2,44251.40034,
7854,2021년 02월 24일 00시,검역,隔離區,Lazaretto,3,4,2238,,2940,699,4,,44251.40034,
7855,2021년 02월 25일 00시,합계,合计,Total,1581,396,79487,170.72,88516,7448,27,369,44252.39858,
7856,2021년 02월 25일 00시,서울,首尔,Seoul,373,122,24652,286.2,27857,2832,8,114,44252.39858,
7857,2021년 02월 25일 00시,부산,釜山,Busan,105,18,2814,93.73,3198,279,,18,44252.39858,
7858,2021년 02월 25일 00시,대구,大邱,Daegu,213,15,8264,353.05,8602,125,2,13,44252.39858,
7859,2021년 02월 25일 00시,인천,仁川,Incheon,52,22,4048,148.03,4376,276,,22,44252.39858,
7860,2021년 02월 25일 00시,광주,光州,Gwangju,21,15,1922,140.52,2047,104,,15,44252.39858,
7861,2021년 02월 25일 00시,대전,大田,Daejeon,15,,1123,80.11,1181,43,,,44252.39858,
7862,2021년 02월 25일 00시,울산,蔚山,Ulsan,37,2,919,87.53,1004,48,1,1,44252.39858,
7863,2021년 02월 25일 00시,세종,世宗,Sejong,1,,206,63.68,218,11,,,44252.39858,
7864,2021년 02월 25일 00시,경기,京畿,Gyeonggi-do,482,138,20513,174.35,23102,2107,6,132,44252.39858,
7865,2021년 02월 25일 00시,강원,江原,Gangwon-do,41,2,1706,119.96,1848,101,,2,44252.39858,
7866,2021년 02월 25일 00시,충북,忠北,Chungcheongbuk-do,58,4,1557,108.04,1728,113,,4,44252.39858,
7867,2021년 02월 25일 00시,충남,忠南,Chungcheongnam-do,35,16,2085,114.49,2430,310,,16,44252.39858,
7868,2021년 02월 25일 00시,전북,全北,Jeollabuk-do,55,5,1022,63.17,1148,71,,5,44252.39858,
7869,2021년 02월 25일 00시,전남,全南,Jeollanam-do,8,11,756,45.53,849,85,,11,44252.39858,
7870,2021년 02월 25일 00시,경북,庆北,Gyeongsangbuk-do,71,9,3005,121.54,3236,160,,9,44252.39858,
7871,2021년 02월 25일 00시,경남,庆南,Gyeongsangnam-do,10,2,2080,64.68,2174,84,,2,44252.39858,
7872,2021년 02월 25일 00시,제주,济州,Jeju,1,5,538,84.68,568,29,,5,44252.39858,
7873,2021년 02월 25일 00시,검역,隔離區,Lazaretto,3,10,2277,,2950,670,10,,44252.39858,
7874,2021년 02월 26일 00시,합계,合计,Total,1585,406,79880,171.51,88922,7457,24,382,44253.39798,
7875,2021년 02월 26일 00시,서울,首尔,Seoul,375,132,24808,287.55,27989,2806,3,129,44253.39798,
7876,2021년 02월 26일 00시,부산,釜山,Busan,105,11,2830,94.06,3209,274,1,10,44253.39798,
7877,2021년 02월 26일 00시,대구,大邱,Daegu,213,10,8275,353.46,8612,124,,10,44253.39798,
7878,2021년 02월 26일 00시,인천,仁川,Incheon,52,15,4067,148.54,4391,272,1,14,44253.39798,
7879,2021년 02월 26일 00시,광주,光州,Gwangju,21,11,1929,141.28,2058,108,,11,44253.39798,
7880,2021년 02월 26일 00시,대전,大田,Daejeon,15,6,1126,80.52,1187,46,,6,44253.39798,
7881,2021년 02월 26일 00시,울산,蔚山,Ulsan,37,1,925,87.62,1005,43,,1,44253.39798,
7882,2021년 02월 26일 00시,세종,世宗,Sejong,1,1,209,63.97,219,9,,1,44253.39798,
7883,2021년 02월 26일 00시,경기,京畿,Gyeonggi-do,484,141,20631,175.41,23243,2128,6,135,44253.39798,
7884,2021년 02월 26일 00시,강원,江原,Gangwon-do,41,6,1709,120.35,1854,104,1,5,44253.39798,
7885,2021년 02월 26일 00시,충북,忠北,Chungcheongbuk-do,58,10,1568,108.67,1738,112,,10,44253.39798,
7886,2021년 02월 26일 00시,충남,忠南,Chungcheongnam-do,35,3,2107,114.63,2433,291,1,2,44253.39798,
7887,2021년 02월 26일 00시,전북,全北,Jeollabuk-do,55,16,1027,64.05,1164,82,1,15,44253.39798,
7888,2021년 02월 26일 00시,전남,全南,Jeollanam-do,8,5,758,45.8,854,88,,5,44253.39798,
7889,2021년 02월 26일 00시,경북,庆北,Gyeongsangbuk-do,71,24,3013,122.44,3260,176,1,23,44253.39798,
7890,2021년 02월 26일 00시,경남,庆南,Gyeongsangnam-do,10,6,2083,64.86,2180,87,1,5,44253.39798,
7891,2021년 02월 26일 00시,제주,济州,Jeju,1,,538,84.68,568,29,,,44253.39798,
7892,2021년 02월 26일 00시,검역,隔離區,Lazaretto,3,8,2277,,2958,678,8,,44253.39798,
7893,2021년 02월 27일 00시,합계,合计,Total,1595,415,80333,172.28,89321,7393,10,405,44254.40044,
7894,2021년 02월 27일 00시,서울,首尔,Seoul,378,131,24946,288.9,28120,2796,1,130,44254.40044,
7895,2021년 02월 27일 00시,부산,釜山,Busan,108,9,2852,94.32,3218,258,,9,44254.40044,
7896,2021년 02월 27일 00시,대구,大邱,Daegu,213,6,8284,353.71,8618,121,,6,44254.40044,
7897,2021년 02월 27일 00시,인천,仁川,Incheon,52,27,4081,149.45,4418,285,,27,44254.40044,
7898,2021년 02월 27일 00시,광주,光州,Gwangju,21,12,1932,142.1,2070,117,,12,44254.40044,
7899,2021년 02월 27일 00시,대전,大田,Daejeon,15,2,1132,80.66,1189,42,,2,44254.40044,
7900,2021년 02월 27일 00시,울산,蔚山,Ulsan,37,3,931,87.88,1008,40,,3,44254.40044,
7901,2021년 02월 27일 00시,세종,世宗,Sejong,1,1,209,64.27,220,10,,1,44254.40044,
7902,2021년 02월 27일 00시,경기,京畿,Gyeonggi-do,487,169,20773,176.69,23412,2152,3,166,44254.40044,
7903,2021년 02월 27일 00시,강원,江原,Gangwon-do,41,6,1714,120.74,1860,105,1,5,44254.40044,
7904,2021년 02월 27일 00시,충북,忠北,Chungcheongbuk-do,58,8,1573,109.17,1746,115,,8,44254.40044,
7905,2021년 02월 27일 00시,충남,忠南,Chungcheongnam-do,35,4,2139,114.82,2437,263,,4,44254.40044,
7906,2021년 02월 27일 00시,전북,全北,Jeollabuk-do,55,20,1033,65.15,1184,96,,20,44254.40044,
7907,2021년 02월 27일 00시,전남,全南,Jeollanam-do,8,5,761,46.07,859,90,1,4,44254.40044,
7908,2021년 02월 27일 00시,경북,庆北,Gyeongsangbuk-do,71,7,3028,122.1,3251,152,1,6,44254.40044,
7909,2021년 02월 27일 00시,경남,庆南,Gyeongsangnam-do,11,1,2092,64.88,2181,78,,1,44254.40044,
7910,2021년 02월 27일 00시,제주,济州,Jeju,1,1,538,84.83,569,30,,1,44254.40044,
7911,2021년 02월 27일 00시,검역,隔離區,Lazaretto,3,3,2315,,2961,643,3,,44254.40044,
7912,2021년 02월 28일 00시,합계,合计,Total,1603,356,80697,172.96,89676,7376,22,334,44255.43434,
7913,2021년 02월 28일 00시,서울,首尔,Seoul,380,120,25017,290.13,28240,2843,3,117,44255.43434,
7914,2021년 02월 28일 00시,부산,釜山,Busan,108,5,2871,94.47,3223,244,1,4,44255.43434,
7915,2021년 02월 28일 00시,대구,大邱,Daegu,213,6,8298,353.91,8623,112,1,5,44255.43434,
7916,2021년 02월 28일 00시,인천,仁川,Incheon,52,13,4106,149.89,4431,273,,13,44255.43434,
7917,2021년 02월 28일 00시,광주,光州,Gwangju,21,14,1942,143.06,2084,121,,14,44255.43434,
7918,2021년 02월 28일 00시,대전,大田,Daejeon,15,1,1142,80.72,1190,33,,1,44255.43434,
7919,2021년 02월 28일 00시,울산,蔚山,Ulsan,37,5,940,88.31,1013,36,,5,44255.43434,
7920,2021년 02월 28일 00시,세종,世宗,Sejong,1,6,210,66.02,226,15,,6,44255.43434,
7921,2021년 02월 28일 00시,경기,京畿,Gyeonggi-do,492,142,20915,177.76,23554,2147,3,139,44255.43434,
7922,2021년 02월 28일 00시,강원,江原,Gangwon-do,41,4,1715,121,1864,108,1,3,44255.43434,
7923,2021년 02월 28일 00시,충북,忠北,Chungcheongbuk-do,58,10,1575,109.79,1756,123,,10,44255.43434,
7924,2021년 02월 28일 00시,충남,忠南,Chungcheongnam-do,35,7,2164,115.15,2444,245,3,4,44255.43434,
7925,2021년 02월 28일 00시,전북,全北,Jeollabuk-do,55,7,1040,65.54,1191,96,,7,44255.43434,
7926,2021년 02월 28일 00시,전남,全南,Jeollanam-do,8,,765,46.07,859,86,,,44255.43434,
7927,2021년 02월 28일 00시,경북,庆北,Gyeongsangbuk-do,71,4,3041,122.25,3255,143,1,3,44255.43434,
7928,2021년 02월 28일 00시,경남,庆南,Gyeongsangnam-do,11,2,2103,64.94,2183,69,,2,44255.43434,
7929,2021년 02월 28일 00시,제주,济州,Jeju,1,1,538,84.98,570,31,,1,44255.43434,
7930,2021년 02월 28일 00시,검역,隔離區,Lazaretto,4,9,2315,,2970,651,9,,44255.43434,
7931,2021년 03월 01일 00시,합계,合计,Total,1605,355,81070,52.62,90029,7354,17,338,44256.41482,
7932,2021년 03월 01일 00시,서울,首尔,Seoul,381,92,25087,64.44,28332,2864,,92,44256.41482,
7933,2021년 03월 01일 00시,부산,釜山,Busan,108,16,2901,17.59,3239,230,,16,44256.41482,
7934,2021년 03월 01일 00시,대구,大邱,Daegu,213,10,8304,294.85,8633,116,,10,44256.41482,
7935,2021년 03월 01일 00시,인천,仁川,Incheon,52,14,4145,35.93,4445,248,,14,44256.41482,
7936,2021년 03월 01일 00시,광주,光州,Gwangju,21,8,1949,35.42,2092,122,2,6,44256.41482,
7937,2021년 03월 01일 00시,대전,大田,Daejeon,15,,1143,30.12,1190,32,,,44256.41482,
7938,2021년 03월 01일 00시,울산,蔚山,Ulsan,37,2,948,14.38,1015,30,,2,44256.41482,
7939,2021년 03월 01일 00시,세종,世宗,Sejong,1,1,210,23.95,227,16,,1,44256.41482,
7940,2021년 03월 01일 00시,경기,京畿,Gyeonggi-do,493,160,21075,42.62,23714,2146,4,156,44256.41482,
7941,2021년 03월 01일 00시,강원,江原,Gangwon-do,41,5,1719,19.21,1869,109,,5,44256.41482,
7942,2021년 03월 01일 00시,충북,忠北,Chungcheongbuk-do,58,8,1582,12.19,1764,124,,8,44256.41482,
7943,2021년 03월 01일 00시,충남,忠南,Chungcheongnam-do,35,4,2177,29.92,2448,236,2,2,44256.41482,
7944,2021년 03월 01일 00시,전북,全北,Jeollabuk-do,55,10,1040,9.19,1201,106,,10,44256.41482,
7945,2021년 03월 01일 00시,전남,全南,Jeollanam-do,8,2,771,10.19,861,82,,2,44256.41482,
7946,2021년 03월 01일 00시,경북,庆北,Gyeongsangbuk-do,71,13,3050,59.76,3266,145,3,10,44256.41482,
7947,2021년 03월 01일 00시,경남,庆南,Gyeongsangnam-do,11,5,2111,10.2,2188,66,1,4,44256.41482,
7948,2021년 03월 01일 00시,제주,济州,Jeju,1,,543,8.95,570,26,,,44256.41482,
7949,2021년 03월 01일 00시,검역,隔離區,Lazaretto,4,5,2315,,2975,656,5,,44256.41482,
7950,2021년 03월 02일 00시,합계,合计,Total,1606,344,81338,20.1,90372,7428,25,319,44257.40023,
7951,2021년 03월 02일 00시,서울,首尔,Seoul,381,122,25152,6.06,28454,2921,2,120,44257.40023,
7952,2021년 03월 02일 00시,부산,釜山,Busan,108,17,2911,3.66,3256,237,,17,44257.40023,
7953,2021년 03월 02일 00시,대구,大邱,Daegu,213,14,8307,279.38,8647,127,2,12,44257.40023,
7954,2021년 03월 02일 00시,인천,仁川,Incheon,52,11,4161,2.84,4456,243,1,10,44257.40023,
7955,2021년 03월 02일 00시,광주,光州,Gwangju,21,4,1950,1.85,2096,125,,4,44257.40023,
7956,2021년 03월 02일 00시,대전,大田,Daejeon,15,1,1147,2.65,1191,29,,1,44257.40023,
7957,2021년 03월 02일 00시,울산,蔚山,Ulsan,37,,950,3.49,1015,28,,,44257.40023,
7958,2021년 03월 02일 00시,세종,世宗,Sejong,1,5,210,13.44,232,21,,5,44257.40023,
7959,2021년 03월 02일 00시,경기,京畿,Gyeonggi-do,493,116,21193,4.57,23829,2143,5,111,44257.40023,
7960,2021년 03월 02일 00시,강원,江原,Gangwon-do,41,2,1721,3.18,1871,109,,2,44257.40023,
7961,2021년 03월 02일 00시,충북,忠北,Chungcheongbuk-do,58,6,1585,2.81,1770,127,1,5,44257.40023,
7962,2021년 03월 02일 00시,충남,忠南,Chungcheongnam-do,35,4,2202,6.5,2452,215,,4,44257.40023,
7963,2021년 03월 02일 00시,전북,全北,Jeollabuk-do,55,9,1042,0.94,1210,113,,9,44257.40023,
7964,2021년 03월 02일 00시,전남,全南,Jeollanam-do,8,7,771,0.8,868,89,,7,44257.40023,
7965,2021년 03월 02일 00시,경북,庆北,Gyeongsangbuk-do,71,7,3059,49.58,3273,143,3,4,44257.40023,
7966,2021년 03월 02일 00시,경남,庆南,Gyeongsangnam-do,12,5,2117,3.42,2193,64,2,3,44257.40023,
7967,2021년 03월 02일 00시,제주,济州,Jeju,1,5,545,1.79,575,29,,5,44257.40023,
7968,2021년 03월 02일 00시,검역,隔離區,Lazaretto,4,9,2315,,2984,665,9,,44257.40023,
7988,2021년 03월 03일 00시,합계,合计,Total,1612,444,81700,175.16,90816,7504,18,426,44258.40028,
7989,2021년 03월 03일 00시,서울,首尔,Seoul,385,119,25251,293.55,28573,2937,3,116,44258.40028,
7990,2021년 03월 03일 00시,부산,釜山,Busan,108,8,2927,95.67,3264,229,,8,44258.40028,
7991,2021년 03월 03일 00시,대구,大邱,Daegu,214,6,8316,355.14,8653,123,1,5,44258.40028,
7992,2021년 03월 03일 00시,인천,仁川,Incheon,52,20,4177,151.41,4476,247,1,19,44258.40028,
7993,2021년 03월 03일 00시,광주,光州,Gwangju,21,3,1956,144.09,2099,122,,3,44258.40028,
7994,2021년 03월 03일 00시,대전,大田,Daejeon,15,2,1147,80.93,1193,31,,2,44258.40028,
7995,2021년 03월 03일 00시,울산,蔚山,Ulsan,37,1,955,88.58,1016,24,,1,44258.40028,
7996,2021년 03월 03일 00시,세종,世宗,Sejong,1,4,213,68.94,236,22,,4,44258.40028,
7997,2021년 03월 03일 00시,경기,京畿,Gyeonggi-do,494,227,21337,181.55,24056,2225,9,218,44258.40028,
7998,2021년 03월 03일 00시,강원,江原,Gangwon-do,41,6,1729,121.84,1877,107,,6,44258.40028,
7999,2021년 03월 03일 00시,충북,忠北,Chungcheongbuk-do,58,19,1595,111.86,1789,136,,19,44258.40028,
8000,2021년 03월 03일 00시,충남,忠南,Chungcheongnam-do,35,4,2221,115.72,2456,200,,4,44258.40028,
8001,2021년 03월 03일 00시,전북,全北,Jeollabuk-do,55,5,1048,66.86,1215,112,,5,44258.40028,
8002,2021년 03월 03일 00시,전남,全南,Jeollanam-do,8,3,773,46.71,871,90,,3,44258.40028,
8003,2021년 03월 03일 00시,경북,庆北,Gyeongsangbuk-do,71,6,3070,123.15,3279,138,1,5,44258.40028,
8004,2021년 03월 03일 00시,경남,庆南,Gyeongsangnam-do,12,5,2125,65.39,2198,61,1,4,44258.40028,
8005,2021년 03월 03일 00시,제주,济州,Jeju,1,4,545,86.32,579,33,,4,44258.40028,
8006,2021년 03월 03일 00시,검역,隔離區,Lazaretto,4,2,2315,,2986,667,2,,44258.40028,
8007,2021년 03월 04일 00시,합계,合计,Total,1619,424,82162,175.98,91240,7459,23,401,44259.40108,
8008,2021년 03월 04일 00시,서울,首尔,Seoul,388,118,25419,294.77,28691,2884,1,117,44259.40108,
8009,2021년 03월 04일 00시,부산,釜山,Busan,108,18,2942,96.2,3282,232,1,17,44259.40108,
8010,2021년 03월 04일 00시,대구,大邱,Daegu,214,20,8321,355.96,8673,138,1,19,44259.40108,
8011,2021년 03월 04일 00시,인천,仁川,Incheon,53,18,4203,152.02,4494,238,,18,44259.40108,
8012,2021년 03월 04일 00시,광주,光州,Gwangju,21,6,1959,144.51,2105,125,,6,44259.40108,
8013,2021년 03월 04일 00시,대전,大田,Daejeon,15,3,1152,81.13,1196,29,,3,44259.40108,
8014,2021년 03월 04일 00시,울산,蔚山,Ulsan,37,,956,88.58,1016,23,,,44259.40108,
8015,2021년 03월 04일 00시,세종,世宗,Sejong,1,,213,68.94,236,22,,,44259.40108,
8016,2021년 03월 04일 00시,경기,京畿,Gyeonggi-do,496,186,21469,182.95,24242,2277,9,177,44259.40108,
8017,2021년 03월 04일 00시,강원,江原,Gangwon-do,41,6,1744,122.23,1883,98,,6,44259.40108,
8018,2021년 03월 04일 00시,충북,忠北,Chungcheongbuk-do,58,12,1613,112.61,1801,130,,12,44259.40108,
8019,2021년 03월 04일 00시,충남,忠南,Chungcheongnam-do,35,4,2244,115.9,2460,181,2,2,44259.40108,
8020,2021년 03월 04일 00시,전북,全北,Jeollabuk-do,55,6,1056,67.19,1221,110,,6,44259.40108,
8021,2021년 03월 04일 00시,전남,全南,Jeollanam-do,8,1,780,46.76,872,84,,1,44259.40108,
8022,2021년 03월 04일 00시,경북,庆北,Gyeongsangbuk-do,71,7,3099,123.42,3286,116,2,5,44259.40108,
8023,2021년 03월 04일 00시,경남,庆南,Gyeongsangnam-do,13,10,2128,65.69,2208,67,1,9,44259.40108,
8024,2021년 03월 04일 00시,제주,济州,Jeju,1,3,547,86.77,582,34,,3,44259.40108,
8025,2021년 03월 04일 00시,검역,隔離區,Lazaretto,4,6,2317,,2992,671,6,,44259.40108,
8026,2021년 03월 05일 00시,합계,合计,Total,1627,398,82560,176.75,91638,7451,17,381,44260.40679,
8027,2021년 03월 05일 00시,서울,首尔,Seoul,391,129,25546,296.09,28820,2883,,129,44260.40679,
8028,2021년 03월 05일 00시,부산,釜山,Busan,108,20,2955,96.78,3302,239,,20,44260.40679,
8029,2021년 03월 05일 00시,대구,大邱,Daegu,214,3,8339,356.09,8676,123,,3,44260.40679,
8030,2021년 03월 05일 00시,인천,仁川,Incheon,53,13,4217,152.46,4507,237,1,12,44260.40679,
8031,2021년 03월 05일 00시,광주,光州,Gwangju,21,6,1967,144.92,2111,123,1,5,44260.40679,
8032,2021년 03월 05일 00시,대전,大田,Daejeon,15,,1155,81.13,1196,26,,,44260.40679,
8033,2021년 03월 05일 00시,울산,蔚山,Ulsan,37,3,959,88.84,1019,23,3,,44260.40679,
8034,2021년 03월 05일 00시,세종,世宗,Sejong,1,1,215,69.23,237,21,,1,44260.40679,
8035,2021년 03월 05일 00시,경기,京畿,Gyeonggi-do,500,173,21598,184.26,24415,2317,5,168,44260.40679,
8036,2021년 03월 05일 00시,강원,江原,Gangwon-do,42,4,1755,122.49,1887,90,,4,44260.40679,
8037,2021년 03월 05일 00시,충북,忠北,Chungcheongbuk-do,58,19,1624,113.79,1820,138,,19,44260.40679,
8038,2021년 03월 05일 00시,충남,忠南,Chungcheongnam-do,35,9,2267,116.33,2469,167,1,8,44260.40679,
8039,2021년 03월 05일 00시,전북,全北,Jeollabuk-do,55,3,1061,67.35,1224,108,,3,44260.40679,
8040,2021년 03월 05일 00시,전남,全南,Jeollanam-do,8,,789,46.76,872,75,,,44260.40679,
8041,2021년 03월 05일 00시,경북,庆北,Gyeongsangbuk-do,71,6,3112,123.64,3292,109,2,4,44260.40679,
8042,2021년 03월 05일 00시,경남,庆南,Gyeongsangnam-do,13,3,2135,65.78,2211,63,,3,44260.40679,
8043,2021년 03월 05일 00시,제주,济州,Jeju,1,2,548,87.07,584,35,,2,44260.40679,
8044,2021년 03월 05일 00시,검역,隔離區,Lazaretto,4,4,2318,,2996,674,4,,44260.40679,
8045,2021년 03월 06일 00시,합계,合计,Total,1632,418,82913,52.62,92055,7510,14,404,44261.40576,
8046,2021년 03월 06일 00시,서울,首尔,Seoul,393,128,25628,64.44,28947,2926,2,126,44261.40576,
8047,2021년 03월 06일 00시,부산,釜山,Busan,109,12,2987,17.59,3314,218,,12,44261.40576,
8048,2021년 03월 06일 00시,대구,大邱,Daegu,214,4,8351,294.85,8680,115,1,3,44261.40576,
8049,2021년 03월 06일 00시,인천,仁川,Incheon,53,20,4242,35.93,4527,232,1,19,44261.40576,
8050,2021년 03월 06일 00시,광주,光州,Gwangju,21,3,1975,35.42,2114,118,2,1,44261.40576,
8051,2021년 03월 06일 00시,대전,大田,Daejeon,15,,1155,30.12,1196,26,,,44261.40576,
8052,2021년 03월 06일 00시,울산,蔚山,Ulsan,37,4,963,14.38,1023,23,,4,44261.40576,
8053,2021년 03월 06일 00시,세종,世宗,Sejong,1,2,214,23.95,239,24,1,1,44261.40576,
8054,2021년 03월 06일 00시,경기,京畿,Gyeonggi-do,502,173,21713,42.62,24588,2373,1,172,44261.40576,
8055,2021년 03월 06일 00시,강원,江原,Gangwon-do,42,7,1775,19.21,1894,77,,7,44261.40576,
8056,2021년 03월 06일 00시,충북,忠北,Chungcheongbuk-do,58,22,1628,12.19,1842,156,,22,44261.40576,
8057,2021년 03월 06일 00시,충남,忠南,Chungcheongnam-do,35,7,2282,29.92,2476,159,,7,44261.40576,
8058,2021년 03월 06일 00시,전북,全北,Jeollabuk-do,55,4,1066,9.19,1228,107,,4,44261.40576,
8059,2021년 03월 06일 00시,전남,全南,Jeollanam-do,8,3,796,10.19,875,71,,3,44261.40576,
8060,2021년 03월 06일 00시,경북,庆北,Gyeongsangbuk-do,71,13,3122,59.76,3305,112,,13,44261.40576,
8061,2021년 03월 06일 00시,경남,庆南,Gyeongsangnam-do,13,5,2146,10.2,2216,57,,5,44261.40576,
8062,2021년 03월 06일 00시,제주,济州,Jeju,1,5,552,8.95,589,36,,5,44261.40576,
8063,2021년 03월 06일 00시,검역,隔離區,Lazaretto,4,6,2318,,3002,680,6,,44261.40576,
8064,2021년 03월 07일 00시,합계,合计,Total,1634,416,83220,178.35,92471,7617,17,399,44262.41388,
8065,2021년 03월 07일 00시,서울,首尔,Seoul,394,132,25708,298.75,29079,2977,5,127,44262.41388,
8066,2021년 03월 07일 00시,부산,釜山,Busan,109,6,3008,97.31,3320,203,,6,44262.41388,
8067,2021년 03월 07일 00시,대구,大邱,Daegu,214,8,8366,356.58,8688,108,,8,44262.41388,
8068,2021년 03월 07일 00시,인천,仁川,Incheon,53,28,4255,154.09,4555,247,1,27,44262.41388,
8069,2021년 03월 07일 00시,광주,光州,Gwangju,21,4,1979,145.4,2118,118,,4,44262.41388,
8070,2021년 03월 07일 00시,대전,大田,Daejeon,15,1,1157,81.2,1197,25,,1,44262.41388,
8071,2021년 03월 07일 00시,울산,蔚山,Ulsan,37,2,964,89.36,1025,24,,2,44262.41388,
8072,2021년 03월 07일 00시,세종,世宗,Sejong,1,2,217,70.4,241,23,,2,44262.41388,
8073,2021년 03월 07일 00시,경기,京畿,Gyeonggi-do,502,172,21837,186.86,24760,2421,3,169,44262.41388,
8074,2021년 03월 07일 00시,강원,江原,Gangwon-do,42,10,1779,123.59,1904,83,,10,44262.41388,
