seq,stdDay,gubun,gubunCn,gubunEn,deathCnt,incDec,isolClearCnt,qurRate,defCnt,isolIngCnt,overFlowCnt,localOccCnt,createDt,updateDt
1,2020년 3월 1일 16시,합계,,,18,586,,,,,,,43892.81108,
2,2020년 3월 1일 16시,서울,,,,10,,,,,,,43892.81108,
3,2020년 3월 1일 16시,부산,,,,3,,,,,,,43892.81108,
4,2020년 3월 1일 16시,대구,,,9,469,,,,,,,43892.81108,
5,2020년 3월 1일 16시,인천,,,,,,,,,,,43892.81108,
6,2020년 3월 1일 16시,광주,,,,,,,,,,,43892.81108,
7,2020년 3월 1일 16시,대전,,,,,,,,,,,43892.81108,
8,2020년 3월 1일 16시,울산,,,,3,,,,,,,43892.81108,
9,2020년 3월 1일 16시,세종,,,,,,,,,,,43892.81108,
10,2020년 03월 1일 16시,경기,,,1,7,,,,,,,43892.81108,
11,2020년 3월 1일 16시,강원,,,,8,,,,,,,43892.81108,
12,2020년 3월 1일 16시,충북,,,,1,,,,,,,43892.81108,
13,2020년 3월 1일 16시,충남,,,,13,,,,,,,43892.81108,
14,2020년 3월 1일 16시,전북,,,,1,,,,,,,43892.81108,
15,2020년 3월 1일 16시,전남,,,,,,,,,,,43892.81108,
16,2020년 3월 1일 16시,경북,,,8,67,,,,,,,43892.81108,
17,2020년 3월 1일 16시,경남,,,,4,,,,,,,43892.81108,
18,2020년 3월 1일 16시,제주,,,,,,,,,,,43892.81108,
19,2020년 3월 1일 16시,검역,,,,,,,,,,,43892.81108,43893.8367
20,2020년 3월 4일 00시,합계,,,32,516,,10.3,5328,,,,43894.82254,
21,2020년 3월 4일 00시,서울,,,,1,,1,99,,,,43894.82254,
22,2020년 3월 4일 00시,부산,,,1,3,,2.7,93,,,,43894.82254,
23,2020년 3월 4일 00시,대구,,,24,405,,164.4,4006,,,,43894.82254,
24,2020년 3월 4일 00시,인천,,,,2,,0.3,9,,,,43894.82254,
25,2020년 3월 4일 00시,광주,,,,2,,0.9,13,,,,43894.82254,
26,2020년 3월 4일 00시,대전,,,,1,,1,15,,,,43894.82254,
27,2020년 3월 4일 00시,울산,,,,3,,2,23,,,,43894.82254,
28,2020년 3월 4일 00시,세종,,,,,,0.3,1,,,,43894.82254,
29,2020년 03월 4일 00시,경기,,,1,7,,0.8,101,,,,43894.82254,
30,2020년 3월 4일 00시,강원,,,,1,,1.4,21,,,,43894.82254,
31,2020년 3월 4일 00시,충북,,,,,,0.7,11,,,,43894.82254,
32,2020년 3월 4일 00시,충남,,,,1,,3.9,82,,,,43894.82254,
33,2020년 3월 4일 00시,전북,,,,,,0.4,7,,,,43894.82254,
34,2020년 3월 4일 00시,전남,,,,,,0.3,5,,,,43894.82254,
35,2020년 3월 4일 00시,경북,,,6,89,,29.1,774,,,,43894.82254,
36,2020년 3월 4일 00시,경남,,,,1,,1.9,65,,,,43894.82254,
37,2020년 3월 4일 00시,제주,,,,,,0.4,3,,,,43894.82254,
38,2020년 3월 5일 00시,합계,,,35,438,,11.1,5766,,,,43895.64559,
39,2020년 3월 5일 00시,서울,,,,4,,1.1,103,,,,43895.64559,43895.87882
40,2020년 3월 5일 00시,부산,,,1,-1,,2.7,92,,,,43895.64559,
41,2020년 3월 5일 00시,대구,,,27,321,,177.6,4327,,,,43895.64559,
42,2020년 3월 5일 00시,인천,,,,,,0.3,9,,,,43895.64559,
43,2020년 3월 5일 00시,광주,,,,1,,1,14,,,,43895.64559,
44,2020년 3월 5일 00시,대전,,,,1,,1.1,16,,,,43895.64559,
45,2020년 3월 5일 00시,울산,,,,,,2,23,,,,43895.64559,
46,2020년 3월 5일 00시,세종,,,,,,0.3,1,,,,43895.64559,
47,2020년 03월 5일 00시,경기,,,1,9,,0.8,110,,,,43895.64559,
48,2020년 3월 5일 00시,강원,,,,2,,1.5,23,,,,43895.64559,
49,2020년 3월 5일 00시,충북,,,,1,,0.8,12,,,,43895.64559,
50,2020년 3월 5일 00시,충남,,,,4,,4.1,86,,,,43895.64559,
51,2020년 3월 5일 00시,전북,,,,,,0.4,7,,,,43895.64559,
52,2020년 3월 5일 00시,전남,,,,-1,,0.2,4,,,,43895.64559,
53,2020년 3월 5일 00시,경북,,,6,87,,32.3,861,,,,43895.64559,
54,2020년 3월 5일 00시,경남,,,,9,,2.2,74,,,,43895.64559,
55,2020년 3월 5일 00시,제주,,,,1,,0.6,4,,,,43895.64559,
56,2020년 3월 6일 00시,합계,,,42,518,,12.1,6284,,,,43896.6313,
57,2020년 3월 6일 00시,서울,,,,2,,1.1,105,,,,43896.6313,
58,2020년 3월 6일 00시,부산,,,1,3,,2.8,95,,,,43896.6313,
59,2020년 3월 6일 00시,대구,,,30,367,,192.7,4694,,,,43896.6313,
60,2020년 3월 6일 00시,인천,,,,,,0.3,9,,,,43896.6313,
61,2020년 3월 6일 00시,광주,,,,-1,,0.9,13,,,,43896.6313,
62,2020년 3월 6일 00시,대전,,,,2,,1.2,18,,,,43896.6313,
63,2020년 3월 6일 00시,울산,,,,,,2,23,,,,43896.6313,
64,2020년 3월 6일 00시,세종,,,,,,0.3,1,,,,43896.6313,
65,2020년 03월 6일 00시,경기,,,1,10,,0.9,120,,,,43896.6313,
66,2020년 3월 6일 00시,강원,,,,2,,1.6,25,,,,43896.6313,
67,2020년 3월 6일 00시,충북,,,,3,,0.9,15,,,,43896.6313,
68,2020년 3월 6일 00시,충남,,,,4,,4.2,90,,,,43896.6313,
69,2020년 3월 6일 00시,전북,,,,,,0.4,7,,,,43896.6313,
70,2020년 3월 6일 00시,전남,,,,,,0.2,4,,,,43896.6313,
71,2020년 3월 6일 00시,경북,,,10,123,,37,984,,,,43896.6313,
72,2020년 3월 6일 00시,경남,,,,3,,2.3,77,,,,43896.6313,
73,2020년 3월 6일 00시,제주,,,,,,0.6,4,,,,43896.6313,
74,2020년 3월 7일 00시,합계,,,44,483,,12.1,6767,,,,43897.64583,
75,2020년 3월 7일 00시,서울,,,,3,,1.1,108,,,,43897.64583,
76,2020년 3월 7일 00시,부산,,,1,1,,2.8,96,,,,43897.64583,
77,2020년 3월 7일 00시,대구,,,31,390,,208.7,5084,,,,43897.64583,
78,2020년 3월 7일 00시,인천,,,,,,0.3,9,,,,43897.64583,
79,2020년 3월 7일 00시,광주,,,,,,0.9,13,,,,43897.64583,
80,2020년 3월 7일 00시,대전,,,,,,1.2,18,,,,43897.64583,
81,2020년 3월 7일 00시,울산,,,,,,2,23,,,,43897.64583,
82,2020년 3월 7일 00시,세종,,,,1,,0.6,2,,,,43897.64583,
83,2020년 03월 7일 00시,경기,,,1,10,,1.9,130,,,,43897.64583,
84,2020년 3월 7일 00시,강원,,,1,1,,0.4,26,,,,43897.64583,
85,2020년 3월 7일 00시,충북,,,,5,,0.3,20,,,,43897.64583,
86,2020년 3월 7일 00시,충남,,,,2,,1.4,92,,,,43897.64583,
87,2020년 3월 7일 00시,전북,,,,,,0.1,7,,,,43897.64583,
88,2020년 3월 7일 00시,전남,,,,,,0.1,4,,,,43897.64583,
89,2020년 3월 7일 00시,경북,,,10,65,,15.5,1049,,,,43897.64583,
90,2020년 3월 7일 00시,경남,,,,5,,1.2,82,,,,43897.64583,
91,2020년 3월 7일 00시,제주,,,,,,0.1,4,,,,43897.64583,
92,2020년 3월 8일 00시,합계,,,50,367,,13.8,7134,,,,43898.62225,
93,2020년 3월 8일 00시,서울,,,,12,,1.2,120,,,,43898.62225,
94,2020년 3월 8일 00시,부산,,,1,1,,2.8,97,,,,43898.62225,
95,2020년 3월 8일 00시,대구,,,35,297,,220.9,5381,,,,43898.62225,
96,2020년 3월 8일 00시,인천,,,,,,0.3,9,,,,43898.62225,
97,2020년 3월 8일 00시,광주,,,,,,0.9,13,,,,43898.62225,
98,2020년 3월 8일 00시,대전,,,,,,1.2,18,,,,43898.62225,
99,2020년 3월 8일 00시,울산,,,,1,,2.1,24,,,,43898.62225,
100,2020년 3월 8일 00시,세종,,,,1,,0.9,3,,,,43898.62225,
101,2020년 03월 8일 00시,경기,,,1,11,,1.1,141,,,,43898.62225,
102,2020년 3월 8일 00시,강원,,,1,1,,1.8,27,,,,43898.62225,
103,2020년 3월 8일 00시,충북,,,,4,,1.5,24,,,,43898.62225,
104,2020년 3월 8일 00시,충남,,,,6,,4.6,98,,,,43898.62225,
105,2020년 3월 8일 00시,전북,,,,,,0.4,7,,,,43898.62225,
106,2020년 3월 8일 00시,전남,,,,,,0.2,4,,,,43898.62225,
107,2020년 3월 8일 00시,경북,,,12,32,,40.6,1081,,,,43898.62225,
108,2020년 3월 8일 00시,경남,,,,1,,2.5,83,,,,43898.62225,
109,2020년 3월 8일 00시,제주,,,,,,0.6,4,,,,43898.62225,
110,2020년 3월 9일 00시,합계,,,51,248,166,14.2,7382,,,,43899.53784,
111,2020년 3월 9일 00시,서울,,,,10,29,1.3,130,,,,43899.53784,
112,2020년 3월 9일 00시,부산,,,,-1,10,2.8,96,,,,43899.53784,
113,2020년 3월 9일 00시,대구,,,35,190,21,228.6,5571,,,,43899.53784,
114,2020년 3월 9일 00시,인천,,,,,2,0.3,9,,,,43899.53784,
115,2020년 3월 9일 00시,광주,,,,2,3,1,15,,,,43899.53784,
116,2020년 3월 9일 00시,대전,,,,1,1,1.3,19,,,,43899.53784,
117,2020년 3월 9일 00시,울산,,,,,1,2.1,24,,,,43899.53784,
118,2020년 3월 9일 00시,세종,,,,3,,1.8,6,,,,43899.53784,
119,2020년 03월 9일 00시,경기,,,1,11,22,1.1,152,,,,43899.53784,
120,2020년 3월 9일 00시,강원,,,1,1,3,1.8,28,,,,43899.53784,
121,2020년 3월 9일 00시,충북,,,,1,3,1.6,25,,,,43899.53784,
122,2020년 3월 9일 00시,충남,,,,4,1,4.8,102,,,,43899.53784,
123,2020년 3월 9일 00시,전북,,,,,2,0.4,7,,,,43899.53784,
124,2020년 3월 9일 00시,전남,,,,,1,0.2,4,,,,43899.53784,
125,2020년 3월 9일 00시,경북,,,14,26,57,41.6,1107,,,,43899.53784,
126,2020년 3월 9일 00시,경남,,,,,9,2.5,83,,,,43899.53784,
127,2020년 3월 9일 00시,제주,,,,,1,0.6,4,,,,43899.53784,
128,2020년 3월 10일 00시,합계,,,54,131,247,14.49,7513,,,,43900.45718,
129,2020년 3월 10일 00시,서울,,,,11,31,1.45,141,,,,43900.45718,
130,2020년 3월 10일 00시,부산,,,,,10,2.81,96,,,,43900.45718,
131,2020년 3월 10일 00시,대구,,,38,92,92,232.42,5663,,,,43900.45718,
132,2020년 3월 10일 00시,인천,,,,4,3,0.44,13,,,,43900.45718,
133,2020년 3월 10일 00시,광주,,,,,3,1.03,15,,,,43900.45718,
134,2020년 3월 10일 00시,대전,,,,-1,1,1.22,18,,,,43900.45718,
135,2020년 3월 10일 00시,울산,,,,,1,2.09,24,,,,43900.45718,
136,2020년 3월 10일 00시,세종,,,,2,,2.34,8,,,,43900.45718,
137,2020년 03월 10일 00시,경기,,,1,11,22,1.23,163,,,,43900.45718,
138,2020년 3월 10일 00시,강원,,,1,,6,1.82,28,,,,43900.45718,
139,2020년 3월 10일 00시,충북,,,,,3,1.56,25,,,,43900.45718,
140,2020년 3월 10일 00시,충남,,,,2,1,4.9,104,,,,43900.45718,
141,2020년 3월 10일 00시,전북,,,,,2,0.39,7,,,,43900.45718,
142,2020년 3월 10일 00시,전남,,,,,1,0.21,4,,,,43900.45718,
143,2020년 3월 10일 00시,경북,,,14,10,60,41.95,1117,,,,43900.45718,
144,2020년 3월 10일 00시,경남,,,,,10,2.47,83,,,,43900.45718,
145,2020년 3월 10일 00시,제주,,,,,1,0.6,4,,,,43900.45718,
146,2020년 3월 11일 00시,합계,,,60,242,288,14.96,7755,,,,43901.45873,
147,2020년 3월 11일 00시,서울,,,,52,37,1.98,193,,,,43901.45873,
148,2020년 3월 11일 00시,부산,,,1,2,21,2.87,98,,,,43901.45873,
149,2020년 3월 11일 00시,대구,,,43,131,102,237.8,5794,,,,43901.45873,
150,2020년 3월 11일 00시,인천,,,,12,3,0.85,25,,,,43901.45873,
151,2020년 3월 11일 00시,광주,,,,,3,1.03,15,,,,43901.45873,
152,2020년 3월 11일 00시,대전,,,,,2,1.22,18,,,,43901.45873,
153,2020년 3월 11일 00시,울산,,,,1,2,2.18,25,,,,43901.45873,
154,2020년 3월 11일 00시,세종,,,,2,,2.92,10,,,,43901.45873,
155,2020년 03월 11일 00시,경기,,,1,12,25,1.32,175,,,,43901.45873,
156,2020년 3월 11일 00시,강원,,,1,1,6,1.88,29,,,,43901.45873,
157,2020년 3월 11일 00시,충북,,,,2,3,1.69,27,,,,43901.45873,
158,2020년 3월 11일 00시,충남,,,,8,1,5.28,112,,,,43901.45873,
159,2020년 3월 11일 00시,전북,,,,,2,0.39,7,,,,43901.45873,
160,2020년 3월 11일 00시,전남,,,,,1,0.21,4,,,,43901.45873,
161,2020년 3월 11일 00시,경북,,,14,18,69,42.63,1135,,,,43901.45873,
162,2020년 3월 11일 00시,경남,,,,1,10,2.5,84,,,,43901.45873,
163,2020년 3월 11일 00시,제주,,,,,1,0.6,4,,,,43901.45873,
164,2020년 3월 12일 00시,합계,,,66,114,333,15.18,7869,,,,43902.44595,
165,2020년 3월 12일 00시,서울,,,,19,38,2.18,212,,,,43902.44595,
166,2020년 3월 12일 00시,부산,,,,1,29,2.9,99,,,,43902.44595,
167,2020년 3월 12일 00시,대구,,,48,73,114,240.8,5867,,,,43902.44595,
168,2020년 3월 12일 00시,인천,,,,,4,0.85,25,,,,43902.44595,
169,2020년 3월 12일 00시,광주,,,,,4,1.03,15,,,,43902.44595,
170,2020년 3월 12일 00시,대전,,,,2,2,1.36,20,,,,43902.44595,
171,2020년 3월 12일 00시,울산,,,,,3,2.18,25,,,,43902.44595,
172,2020년 3월 12일 00시,세종,,,,5,,4.38,15,,,,43902.44595,
173,2020년 03월 12일 00시,경기,,,1,3,27,1.34,178,,,,43902.44595,
174,2020년 3월 12일 00시,강원,,,1,,6,1.88,29,,,,43902.44595,
175,2020년 3월 12일 00시,충북,,,,,4,1.69,27,,,,43902.44595,
176,2020년 3월 12일 00시,충남,,,,2,5,5.37,114,,,,43902.44595,
177,2020년 3월 12일 00시,전북,,,,,2,0.39,7,,,,43902.44595,
178,2020년 3월 12일 00시,전남,,,,,1,0.21,4,,,,43902.44595,
179,2020년 3월 12일 00시,경북,,,16,8,83,42.93,1143,,,,43902.44595,
180,2020년 3월 12일 00시,경남,,,,1,10,2.53,85,,,,43902.44595,
181,2020년 3월 12일 00시,제주,,,,,1,0.6,4,,,,43902.44595,
182,2020년 3월 13일 00시,합계,,,67,110,510,15.39,7979,,,,43903.44857,
183,2020년 3월 13일 00시,서울,,,,13,40,2.31,225,,,,43903.44857,
184,2020년 3월 13일 00시,부산,,,,1,36,2.93,100,,,,43903.44857,
185,2020년 3월 13일 00시,대구,,,48,61,251,243.3,5928,,,,43903.44857,
186,2020년 3월 13일 00시,인천,,,,2,4,0.91,27,,,,43903.44857,
187,2020년 3월 13일 00시,광주,,,,,4,1.03,15,,,,43903.44857,
188,2020년 3월 13일 00시,대전,,,,2,4,1.49,22,,,,43903.44857,
189,2020년 3월 13일 00시,울산,,,,2,3,2.35,27,,,,43903.44857,
190,2020년 3월 13일 00시,세종,,,,17,,9.35,32,,,,43903.44857,
191,2020년 03월 13일 00시,경기,,,2,7,31,1.4,185,,,,43903.44857,
192,2020년 3월 13일 00시,강원,,,1,,6,1.88,29,,,,43903.44857,
193,2020년 3월 13일 00시,충북,,,,,4,1.69,27,,,,43903.44857,
194,2020년 3월 13일 00시,충남,,,,1,7,5.42,115,,,,43903.44857,
195,2020년 3월 13일 00시,전북,,,,,4,0.39,7,,,,43903.44857,
196,2020년 3월 13일 00시,전남,,,,,1,0.21,4,,,,43903.44857,
197,2020년 3월 13일 00시,경북,,,16,4,103,43.08,1147,,,,43903.44857,
198,2020년 3월 13일 00시,경남,,,,,11,2.53,85,,,,43903.44857,
199,2020년 3월 13일 00시,제주,,,,,1,0.6,4,,,,43903.44857,
200,2020년 3월 14일 00시,합계,,,72,107,714,15.6,8086,,,,43904.44052,
201,2020년 3월 14일 00시,서울,,,,13,44,2.45,238,,,,43904.44052,
202,2020년 3월 14일 00시,부산,,,,3,40,3.02,103,,,,43904.44052,
203,2020년 3월 14일 00시,대구,,,51,62,401,245.85,5990,,,,43904.44052,
204,2020년 3월 14일 00시,인천,,,,1,4,0.95,28,,,,43904.44052,
205,2020년 3월 14일 00시,광주,,,,,4,1.03,15,,,,43904.44052,
206,2020년 3월 14일 00시,대전,,,,,4,1.49,22,,,,43904.44052,
207,2020년 3월 14일 00시,울산,,,,,5,2.35,27,,,,43904.44052,
208,2020년 3월 14일 00시,세종,,,,6,,11.1,38,,,,43904.44052,
209,2020년 03월 14일 00시,경기,,,3,15,36,1.51,200,,,,43904.44052,
210,2020년 3월 14일 00시,강원,,,1,,6,1.88,29,,,,43904.44052,
211,2020년 3월 14일 00시,충북,,,,1,5,1.75,28,,,,43904.44052,
212,2020년 3월 14일 00시,충남,,,,,9,5.42,115,,,,43904.44052,
213,2020년 3월 14일 00시,전북,,,,,4,0.39,7,,,,43904.44052,
214,2020년 3월 14일 00시,전남,,,,,2,0.21,4,,,,43904.44052,
215,2020년 3월 14일 00시,경북,,,17,6,138,43.31,1153,,,,43904.44052,
216,2020년 3월 14일 00시,경남,,,,,11,2.53,85,,,,43904.44052,
217,2020년 3월 14일 00시,제주,,,,,1,0.6,4,,,,43904.44052,
218,2020년 3월 15일 00시,합계,,,75,76,834,15.74,8162,,,,43905.44092,
219,2020년 3월 15일 00시,서울,,,,9,47,2.54,247,,,,43905.44092,
220,2020년 3월 15일 00시,부산,,,1,3,52,3.11,106,,,,43905.44092,
221,2020년 3월 15일 00시,대구,,,53,41,468,247.53,6031,,,,43905.44092,
222,2020년 3월 15일 00시,인천,,,,2,4,1.01,30,,,,43905.44092,
223,2020년 3월 15일 00시,광주,,,,1,4,1.1,16,,,,43905.44092,
224,2020년 3월 15일 00시,대전,,,,,4,1.49,22,,,,43905.44092,
225,2020년 3월 15일 00시,울산,,,,1,6,2.44,28,,,,43905.44092,
226,2020년 3월 15일 00시,세종,,,,1,,11.39,39,,,,43905.44092,
227,2020년 03월 15일 00시,경기,,,3,11,40,1.59,211,,,,43905.44092,
228,2020년 3월 15일 00시,강원,,,1,,7,1.88,29,,,,43905.44092,
229,2020년 3월 15일 00시,충북,,,,3,6,1.94,31,,,,43905.44092,
230,2020년 3월 15일 00시,충남,,,,,10,5.42,115,,,,43905.44092,
231,2020년 3월 15일 00시,전북,,,,,4,0.39,7,,,,43905.44092,
232,2020년 3월 15일 00시,전남,,,,,2,0.21,4,,,,43905.44092,
233,2020년 3월 15일 00시,경북,,,17,4,163,43.46,1157,,,,43905.44092,
234,2020년 3월 15일 00시,경남,,,,,16,2.53,85,,,,43905.44092,
235,2020년 3월 15일 00시,제주,,,,,1,0.6,4,,,,43905.44092,
236,2020년 3월 16일 00시,합계,,,75,74,1137,15.74,8236,,,,43906.44742,
237,2020년 3월 16일 00시,서울,,,,6,52,2.6,253,,,,43906.44742,
238,2020년 3월 16일 00시,부산,,,1,1,53,3.14,107,,,,43906.44742,
239,2020년 3월 16일 00시,대구,,,53,35,734,248.96,6066,,,,43906.44742,
240,2020년 3월 16일 00시,인천,,,,,4,1.01,30,,,,43906.44742,
241,2020년 3월 16일 00시,광주,,,,,4,1.1,16,,,,43906.44742,
242,2020년 3월 16일 00시,대전,,,,,4,1.49,22,,,,43906.44742,
243,2020년 3월 16일 00시,울산,,,,,7,2.44,28,,,,43906.44742,
244,2020년 3월 16일 00시,세종,,,,1,,11.68,40,,,,43906.44742,
245,2020년 03월 16일 00시,경기,,,3,20,48,1.74,231,,,,43906.44742,
246,2020년 3월 16일 00시,강원,,,1,,7,1.88,29,,,,43906.44742,
247,2020년 3월 16일 00시,충북,,,,,6,1.94,31,,,,43906.44742,
248,2020년 3월 16일 00시,충남,,,,,12,5.42,115,,,,43906.44742,
249,2020년 3월 16일 00시,전북,,,,,4,0.39,7,,,,43906.44742,
250,2020년 3월 16일 00시,전남,,,,,2,0.21,4,,,,43906.44742,
251,2020년 3월 16일 00시,경북,,,17,7,178,43.72,1164,,,,43906.44742,
252,2020년 3월 16일 00시,경남,,,,,20,2.53,85,,,,43906.44742,
253,2020년 3월 16일 00시,제주,,,,,2,0.6,4,,,,43906.44742,
254,2020년 3월 16일 00시,검역,,,,4,,,4,,,,43906.44742,
255,2020년 3월 17일 00시,합계,,,81,84,1401,16.05,8320,,,,43907.44892,
256,2020년 3월 17일 00시,서울,,,,12,55,2.72,265,,,,43907.44892,
257,2020년 3월 17일 00시,부산,,,1,,54,3.14,107,,,,43907.44892,
258,2020년 3월 17일 00시,대구,,,57,32,947,250.28,6098,,,,43907.44892,
259,2020년 3월 17일 00시,인천,,,,1,5,1.05,31,,,,43907.44892,
260,2020년 3월 17일 00시,광주,,,,,6,1.1,16,,,,43907.44892,
261,2020년 3월 17일 00시,대전,,,,,4,1.49,22,,,,43907.44892,
262,2020년 3월 17일 00시,울산,,,,,8,2.44,28,,,,43907.44892,
263,2020년 3월 17일 00시,세종,,,,,,11.68,40,,,,43907.44892,
264,2020년 03월 17일 00시,경기,,,3,31,55,1.98,262,,,,43907.44892,
265,2020년 3월 17일 00시,강원,,,1,,8,1.88,29,,,,43907.44892,
266,2020년 3월 17일 00시,충북,,,,,5,1.94,31,,,,43907.44892,
267,2020년 3월 17일 00시,충남,,,,,15,5.42,115,,,,43907.44892,
268,2020년 3월 17일 00시,전북,,,,,4,0.39,7,,,,43907.44892,
269,2020년 3월 17일 00시,전남,,,,,2,0.21,4,,,,43907.44892,
270,2020년 3월 17일 00시,경북,,,19,5,209,43.91,1169,,,,43907.44892,
271,2020년 3월 17일 00시,경남,,,,1,22,2.56,86,,,,43907.44892,
272,2020년 3월 17일 00시,제주,,,,,2,0.6,4,,,,43907.44892,
273,2020년 3월 17일 00시,검역,,,,2,,,6,,,,43907.44892,
274,2020년 3월 18일 00시,합계,,,84,93,1540,16.23,8413,,,,43908.43675,
275,2020년 3월 18일 00시,서울,,,,5,55,2.77,270,,,,43908.43675,
276,2020년 3월 18일 00시,부산,,,1,,58,3.14,107,,,,43908.43675,
277,2020년 3월 18일 00시,대구,,,58,46,1048,252.17,6144,,,,43908.43675,
278,2020년 3월 18일 00시,인천,,,,1,5,1.08,32,,,,43908.43675,
279,2020년 3월 18일 00시,광주,,,,1,6,1.17,17,,,,43908.43675,
280,2020년 3월 18일 00시,대전,,,,,4,1.49,22,,,,43908.43675,
281,2020년 3월 18일 00시,울산,,,,2,9,2.62,30,,,,43908.43675,
282,2020년 3월 18일 00시,세종,,,,1,,11.98,41,,,,43908.43675,
283,2020년 03월 18일 00시,경기,,,3,15,59,2.09,277,,,,43908.43675,
284,2020년 3월 18일 00시,강원,,,1,1,8,1.95,30,,,,43908.43675,
285,2020년 3월 18일 00시,충북,,,,1,5,2,32,,,,43908.43675,
286,2020년 3월 18일 00시,충남,,,,3,16,5.56,118,,,,43908.43675,
287,2020년 3월 18일 00시,전북,,,,2,5,0.5,9,,,,43908.43675,
288,2020년 3월 18일 00시,전남,,,,1,2,0.27,5,,,,43908.43675,
289,2020년 3월 18일 00시,경북,,,21,9,235,44.24,1178,,,,43908.43675,
290,2020년 3월 18일 00시,경남,,,,,23,2.56,86,,,,43908.43675,
291,2020년 3월 18일 00시,제주,,,,,2,0.6,4,,,,43908.43675,
292,2020년 3월 18일 00시,검역,,,,5,,,11,,,,43908.43675,
293,2020년 3월 19일 00시,합계,合,Total,91,152,1947,16.52,8565,,,,43909.44031,43910.44337
294,2020년 3월 19일 00시,서울,首尔,Seoul,,12,58,2.9,282,,,,43909.44031,43910.38696
295,2020년 3월 19일 00시,부산,釜山,Busan,1,,58,3.14,107,,,,43909.44031,
296,2020년 3월 19일 00시,대구,大邱,Daegu,65,97,1382,256.15,6241,,,,43909.44031,
297,2020년 3월 19일 00시,인천,仁川,Incheon,,,6,1.08,32,,,,43909.44031,
298,2020년 3월 19일 00시,광주,光州,Gwangju,,,7,1.17,17,,,,43909.44031,
299,2020년 3월 19일 00시,대전,大田,Daejeon,,,4,1.49,22,,,,43909.44031,
300,2020년 3월 19일 00시,울산,蔚山,Ulsan,,6,9,3.14,36,,,,43909.44031,
301,2020년 3월 19일 00시,세종,世宗,Sejong,,,,11.98,41,,,,43909.44031,
302,2020년 03월 19일 00시,경기,京畿,Gyeonggi-do,3,18,64,2.23,295,,,,43909.44031,
303,2020년 3월 19일 00시,강원,江原,Gangwon-do,1,,9,1.95,30,,,,43909.44031,
304,2020년 3월 19일 00시,충북,忠北,Chungcheongbuk-do,,1,5,2.06,33,,,,43909.44031,
305,2020년 3월 19일 00시,충남,忠南,Chungcheongnam-do,,,31,5.56,118,,,,43909.44031,
306,2020년 3월 19일 00시,전북,全北,Jeollabuk-do,,1,5,0.55,10,,,,43909.44031,
307,2020년 3월 19일 00시,전남,全南,Jeollanam-do,,,3,0.27,5,,,,43909.44031,
308,2020년 3월 19일 00시,경북,？北,Gyeongsangbuk-do,21,12,275,44.69,1190,,,,43909.44031,
309,2020년 3월 19일 00시,경남,？南,Gyeongsangnam-do,,,29,2.56,86,,,,43909.44031,
310,2020년 3월 19일 00시,제주,？州,Jeju,,,2,0.6,4,,,,43909.44031,
311,2020년 3월 19일 00시,검역,,Lazaretto,,5,,,16,,,,43909.44031,
312,2020년 3월 20일 00시,합계,合计,Total,94,87,2233,16.69,8652,,,,43910.44362,
313,2020년 3월 20일 00시,서울,首尔,Seoul,,17,64,3.07,299,,,,43910.44362,
314,2020년 3월 20일 00시,부산,釜山,Busan,1,1,60,3.17,108,,,,43910.44362,
315,2020년 3월 20일 00시,대구,大邱,Daegu,67,34,1577,257.54,6275,,,,43910.44362,
316,2020년 3월 20일 00시,인천,仁川,Incheon,,4,7,1.22,36,,,,43910.44362,
317,2020년 3월 20일 00시,광주,光州,Gwangju,,1,10,1.24,18,,,,43910.44362,
318,2020년 3월 20일 00시,대전,大田,Daejeon,,,5,1.49,22,,,,43910.44362,
319,2020년 3월 20일 00시,울산,蔚山,Ulsan,,,11,3.14,36,,,,43910.44362,
320,2020년 3월 20일 00시,세종,世宗,Sejong,,,,11.98,41,,,,43910.44362,
321,2020년 03월 20일 00시,경기,京畿,Gyeonggi-do,3,14,66,2.33,309,,,,43910.44362,
322,2020년 3월 20일 00시,강원,江原,Gangwon-do,1,,10,1.95,30,,,,43910.44362,
323,2020년 3월 20일 00시,충북,忠北,Chungcheongbuk-do,,,6,2.06,33,,,,43910.44362,
324,2020년 3월 20일 00시,충남,忠南,Chungcheongnam-do,,1,32,5.61,119,,,,43910.44362,
325,2020년 3월 20일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43910.44362,
326,2020년 3월 20일 00시,전남,全南,Jeollanam-do,,,3,0.27,5,,,,43910.44362,
327,2020년 3월 20일 00시,경북,庆北,Gyeongsangbuk-do,22,13,340,45.18,1203,,,,43910.44362,
328,2020년 3월 20일 00시,경남,庆南,Gyeongsangnam-do,,1,33,2.59,87,,,,43910.44362,
329,2020년 3월 20일 00시,제주,济州,Jeju,,,2,0.6,4,,,,43910.44362,
330,2020년 3월 20일 00시,검역,隔離區,Lazaretto,,1,,,17,,,,43910.44362,43910.59729
331,2020년 3월 21일 00시,합계,合计,Total,102,147,2612,16.97,8799,,,,43911.44949,
332,2020년 3월 21일 00시,서울,首尔,Seoul,,15,64,3.23,314,,,,43911.44949,
333,2020년 3월 21일 00시,부산,釜山,Busan,1,,67,3.17,108,,,,43911.44949,
334,2020년 3월 21일 00시,대구,大邱,Daegu,73,69,1861,260.37,6344,,,,43911.44949,
