연도,월,업종,시도,군구,거리,건수
2020,7,찜탕,경기도,고양시 덕양구,3000m초과 5000m이하,76
2020,7,찜탕,경기도,고양시 덕양구,5000m초과,1
2020,7,치킨,경기도,고양시 덕양구,1500m이하,9432
2020,7,치킨,경기도,고양시 덕양구,1500m초과 3000m이하,3384
2020,7,치킨,경기도,고양시 덕양구,3000m초과 5000m이하,787
2020,7,치킨,경기도,고양시 덕양구,5000m초과,4
2020,7,카페/디저트,경기도,고양시 덕양구,1500m이하,1042
2020,7,카페/디저트,경기도,고양시 덕양구,1500m초과 3000m이하,1018
2020,7,카페/디저트,경기도,고양시 덕양구,3000m초과 5000m이하,95
2020,7,카페/디저트,경기도,고양시 덕양구,5000m초과,4
2020,7,패스트푸드,경기도,고양시 덕양구,1500m이하,4716
2020,7,패스트푸드,경기도,고양시 덕양구,1500m초과 3000m이하,1015
2020,7,패스트푸드,경기도,고양시 덕양구,3000m초과 5000m이하,100
2020,7,패스트푸드,경기도,고양시 덕양구,5000m초과,4
2020,7,피자,경기도,고양시 덕양구,1500m이하,1676
2020,7,피자,경기도,고양시 덕양구,1500m초과 3000m이하,708
2020,7,피자,경기도,고양시 덕양구,3000m초과 5000m이하,142
2020,7,피자,경기도,고양시 덕양구,5000m초과,1
2020,7,한식,경기도,고양시 덕양구,1500m이하,3698
2020,7,한식,경기도,고양시 덕양구,1500m초과 3000m이하,1472
2020,7,한식,경기도,고양시 덕양구,3000m초과 5000m이하,328
2020,7,한식,경기도,고양시 덕양구,5000m초과,2
2020,7,회,경기도,고양시 덕양구,1500m이하,1081
2020,7,회,경기도,고양시 덕양구,1500m초과 3000m이하,676
2020,7,회,경기도,고양시 덕양구,3000m초과 5000m이하,165
2020,7,회,경기도,고양시 덕양구,5000m초과,3
2020,7,치킨,경기도,고양시 일산동구,1500m이하,356
2020,7,치킨,경기도,고양시 일산동구,1500m초과 3000m이하,92
2020,7,치킨,경기도,고양시 일산동구,3000m초과 5000m이하,15
2020,7,피자,경기도,고양시 일산동구,1500m이하,18
2020,7,피자,경기도,고양시 일산동구,1500m초과 3000m이하,1
2020,7,한식,경기도,고양시 일산동구,1500m이하,20
2020,7,한식,경기도,고양시 일산동구,1500m초과 3000m이하,4
2020,7,돈까스/일식,경기도,고양시 일산서구,1500m이하,387
2020,7,돈까스/일식,경기도,고양시 일산서구,1500m초과 3000m이하,109
2020,7,돈까스/일식,경기도,고양시 일산서구,3000m초과 5000m이하,4
2020,7,분식,경기도,고양시 일산서구,1500m이하,698
2020,7,분식,경기도,고양시 일산서구,1500m초과 3000m이하,97
2020,7,분식,경기도,고양시 일산서구,3000m초과 5000m이하,10
2020,7,찜탕,경기도,고양시 일산서구,1500m이하,720
2020,7,찜탕,경기도,고양시 일산서구,1500m초과 3000m이하,230
2020,7,찜탕,경기도,고양시 일산서구,3000m초과 5000m이하,25
2020,7,찜탕,경기도,고양시 일산서구,5000m초과,2
2020,7,치킨,경기도,고양시 일산서구,1500m이하,1352
2020,7,치킨,경기도,고양시 일산서구,1500m초과 3000m이하,117
2020,7,치킨,경기도,고양시 일산서구,3000m초과 5000m이하,4
2020,7,카페/디저트,경기도,고양시 일산서구,1500m이하,9
2020,7,카페/디저트,경기도,고양시 일산서구,1500m초과 3000m이하,4
2020,7,패스트푸드,경기도,고양시 일산서구,1500m이하,258
2020,7,패스트푸드,경기도,고양시 일산서구,1500m초과 3000m이하,41
2020,7,패스트푸드,경기도,고양시 일산서구,3000m초과 5000m이하,1
2020,7,피자,경기도,고양시 일산서구,1500m이하,290
2020,7,피자,경기도,고양시 일산서구,1500m초과 3000m이하,28
2020,7,한식,경기도,고양시 일산서구,1500m이하,840
2020,7,한식,경기도,고양시 일산서구,1500m초과 3000m이하,294
2020,7,한식,경기도,고양시 일산서구,3000m초과 5000m이하,48
2020,7,한식,경기도,고양시 일산서구,5000m초과,1
2020,7,회,경기도,고양시 일산서구,1500m이하,288
2020,7,회,경기도,고양시 일산서구,1500m초과 3000m이하,244
2020,7,회,경기도,고양시 일산서구,3000m초과 5000m이하,66
2020,7,회,경기도,고양시 일산서구,5000m초과,4
2020,7,도시락,경기도,광명시,1500m이하,76
2020,7,도시락,경기도,광명시,1500m초과 3000m이하,36
2020,7,도시락,경기도,광명시,3000m초과 5000m이하,23
2020,7,도시락,경기도,광명시,5000m초과,1
2020,7,돈까스/일식,경기도,광명시,1500m이하,3159
2020,7,돈까스/일식,경기도,광명시,1500m초과 3000m이하,1838
2020,7,돈까스/일식,경기도,광명시,3000m초과 5000m이하,434
2020,7,돈까스/일식,경기도,광명시,5000m초과,59
2020,7,배달전문업체,경기도,광명시,1500m이하,812
2020,7,배달전문업체,경기도,광명시,1500m초과 3000m이하,959
2020,7,배달전문업체,경기도,광명시,3000m초과 5000m이하,640
2020,7,배달전문업체,경기도,광명시,5000m초과,93
2020,7,분식,경기도,광명시,1500m이하,3003
2020,7,분식,경기도,광명시,1500m초과 3000m이하,1926
2020,7,분식,경기도,광명시,3000m초과 5000m이하,244
2020,7,분식,경기도,광명시,5000m초과,6
2020,7,아시안/양식,경기도,광명시,1500m이하,771
2020,7,아시안/양식,경기도,광명시,1500m초과 3000m이하,317
2020,7,아시안/양식,경기도,광명시,3000m초과 5000m이하,21
2020,7,야식,경기도,광명시,1500m이하,645
2020,7,야식,경기도,광명시,1500m초과 3000m이하,649
2020,7,야식,경기도,광명시,3000m초과 5000m이하,172
2020,7,야식,경기도,광명시,5000m초과,20
2020,7,족발/보쌈,경기도,광명시,1500m이하,3168
2020,7,족발/보쌈,경기도,광명시,1500m초과 3000m이하,1916
2020,7,족발/보쌈,경기도,광명시,3000m초과 5000m이하,266
2020,7,족발/보쌈,경기도,광명시,5000m초과,23
2020,7,중식,경기도,광명시,1500m이하,4568
2020,7,중식,경기도,광명시,1500m초과 3000m이하,388
2020,7,중식,경기도,광명시,3000m초과 5000m이하,25
2020,7,찜탕,경기도,광명시,1500m이하,2075
2020,7,찜탕,경기도,광명시,1500m초과 3000m이하,1421
2020,7,찜탕,경기도,광명시,3000m초과 5000m이하,312
2020,7,찜탕,경기도,광명시,5000m초과,47
2020,7,치킨,경기도,광명시,1500m이하,6409
2020,7,치킨,경기도,광명시,1500m초과 3000m이하,2908
2020,7,치킨,경기도,광명시,3000m초과 5000m이하,341
2020,7,치킨,경기도,광명시,5000m초과,32
2020,7,카페/디저트,경기도,광명시,1500m이하,2304
2020,7,카페/디저트,경기도,광명시,1500m초과 3000m이하,1358
2020,7,카페/디저트,경기도,광명시,3000m초과 5000m이하,72
2020,7,카페/디저트,경기도,광명시,5000m초과,9
2020,7,패스트푸드,경기도,광명시,1500m이하,4432
2020,7,패스트푸드,경기도,광명시,1500m초과 3000m이하,1004
2020,7,패스트푸드,경기도,광명시,3000m초과 5000m이하,79
2020,7,패스트푸드,경기도,광명시,5000m초과,9
2020,7,피자,경기도,광명시,1500m이하,1019
2020,7,피자,경기도,광명시,1500m초과 3000m이하,586
2020,7,피자,경기도,광명시,3000m초과 5000m이하,201
2020,7,피자,경기도,광명시,5000m초과,23
2020,7,한식,경기도,광명시,1500m이하,4731
2020,7,한식,경기도,광명시,1500m초과 3000m이하,2560
2020,7,한식,경기도,광명시,3000m초과 5000m이하,282
2020,7,한식,경기도,광명시,5000m초과,9
2020,7,회,경기도,광명시,1500m이하,342
2020,7,회,경기도,광명시,1500m초과 3000m이하,192
2020,7,회,경기도,광명시,3000m초과 5000m이하,21
2020,7,회,경기도,광명시,5000m초과,5
2020,7,도시락,경기도,광주시,1500m이하,8
2020,7,도시락,경기도,광주시,1500m초과 3000m이하,10
2020,7,도시락,경기도,광주시,3000m초과 5000m이하,1
2020,7,돈까스/일식,경기도,광주시,1500m이하,491
2020,7,돈까스/일식,경기도,광주시,1500m초과 3000m이하,238
2020,7,돈까스/일식,경기도,광주시,3000m초과 5000m이하,41
2020,7,돈까스/일식,경기도,광주시,5000m초과,2
2020,7,분식,경기도,광주시,1500m이하,1051
2020,7,분식,경기도,광주시,1500m초과 3000m이하,506
2020,7,분식,경기도,광주시,3000m초과 5000m이하,173
2020,7,분식,경기도,광주시,5000m초과,4
2020,7,심부름,경기도,광주시,1500m이하,17
2020,7,심부름,경기도,광주시,1500m초과 3000m이하,39
2020,7,심부름,경기도,광주시,3000m초과 5000m이하,16
2020,7,심부름,경기도,광주시,5000m초과,8
2020,7,야식,경기도,광주시,1500m이하,174
2020,7,야식,경기도,광주시,1500m초과 3000m이하,39
2020,7,족발/보쌈,경기도,광주시,1500m이하,441
2020,7,족발/보쌈,경기도,광주시,1500m초과 3000m이하,210
2020,7,족발/보쌈,경기도,광주시,3000m초과 5000m이하,52
2020,7,중식,경기도,광주시,1500m이하,739
2020,7,중식,경기도,광주시,1500m초과 3000m이하,104
2020,7,중식,경기도,광주시,3000m초과 5000m이하,2
2020,7,찜탕,경기도,광주시,1500m이하,518
2020,7,찜탕,경기도,광주시,1500m초과 3000m이하,314
2020,7,찜탕,경기도,광주시,3000m초과 5000m이하,79
2020,7,찜탕,경기도,광주시,5000m초과,2
2020,7,치킨,경기도,광주시,1500m이하,2013
2020,7,치킨,경기도,광주시,1500m초과 3000m이하,940
2020,7,치킨,경기도,광주시,3000m초과 5000m이하,162
2020,7,카페/디저트,경기도,광주시,1500m이하,150
2020,7,카페/디저트,경기도,광주시,1500m초과 3000m이하,125
2020,7,카페/디저트,경기도,광주시,3000m초과 5000m이하,18
2020,7,패스트푸드,경기도,광주시,1500m이하,932
2020,7,패스트푸드,경기도,광주시,1500m초과 3000m이하,345
2020,7,패스트푸드,경기도,광주시,3000m초과 5000m이하,30
2020,7,패스트푸드,경기도,광주시,5000m초과,1
2020,7,피자,경기도,광주시,1500m이하,120
2020,7,피자,경기도,광주시,1500m초과 3000m이하,45
2020,7,피자,경기도,광주시,3000m초과 5000m이하,31
2020,7,피자,경기도,광주시,5000m초과,1
2020,7,한식,경기도,광주시,1500m이하,723
2020,7,한식,경기도,광주시,1500m초과 3000m이하,471
2020,7,한식,경기도,광주시,3000m초과 5000m이하,146
2020,7,한식,경기도,광주시,5000m초과,6
2020,7,카페/디저트,경기도,구리시,1500m이하,182
2020,7,카페/디저트,경기도,구리시,1500m초과 3000m이하,1
2020,7,분식,경기도,김포시,1500m이하,178
2020,7,분식,경기도,김포시,1500m초과 3000m이하,48
2020,7,분식,경기도,김포시,3000m초과 5000m이하,1
2020,7,카페/디저트,경기도,김포시,1500m이하,442
2020,7,카페/디저트,경기도,김포시,1500m초과 3000m이하,20
2020,7,도시락,경기도,남양주시,1500m이하,306
2020,7,도시락,경기도,남양주시,1500m초과 3000m이하,158
2020,7,도시락,경기도,남양주시,3000m초과 5000m이하,79
2020,7,돈까스/일식,경기도,남양주시,1500m이하,606
2020,7,돈까스/일식,경기도,남양주시,1500m초과 3000m이하,430
2020,7,돈까스/일식,경기도,남양주시,3000m초과 5000m이하,61
2020,7,돈까스/일식,경기도,남양주시,5000m초과,2
2020,7,배달전문업체,경기도,남양주시,1500m이하,722
2020,7,배달전문업체,경기도,남양주시,1500m초과 3000m이하,482
2020,7,배달전문업체,경기도,남양주시,3000m초과 5000m이하,256
2020,7,배달전문업체,경기도,남양주시,5000m초과,1
2020,7,분식,경기도,남양주시,1500m이하,3040
2020,7,분식,경기도,남양주시,1500m초과 3000m이하,1283
2020,7,분식,경기도,남양주시,3000m초과 5000m이하,222
2020,7,분식,경기도,남양주시,5000m초과,2
2020,7,아시안/양식,경기도,남양주시,1500m이하,718
2020,7,아시안/양식,경기도,남양주시,1500m초과 3000m이하,588
2020,7,아시안/양식,경기도,남양주시,3000m초과 5000m이하,107
2020,7,아시안/양식,경기도,남양주시,5000m초과,1
2020,7,야식,경기도,남양주시,1500m이하,1201
2020,7,야식,경기도,남양주시,1500m초과 3000m이하,790
2020,7,야식,경기도,남양주시,3000m초과 5000m이하,276
2020,7,야식,경기도,남양주시,5000m초과,5
2020,7,족발/보쌈,경기도,남양주시,1500m이하,878
2020,7,족발/보쌈,경기도,남양주시,1500m초과 3000m이하,679
2020,7,족발/보쌈,경기도,남양주시,3000m초과 5000m이하,169
2020,7,족발/보쌈,경기도,남양주시,5000m초과,1
2020,7,중식,경기도,남양주시,1500m이하,690
2020,7,중식,경기도,남양주시,1500m초과 3000m이하,663
2020,7,중식,경기도,남양주시,3000m초과 5000m이하,172
2020,7,중식,경기도,남양주시,5000m초과,6
2020,7,찜탕,경기도,남양주시,1500m이하,1216
2020,7,찜탕,경기도,남양주시,1500m초과 3000m이하,833
2020,7,찜탕,경기도,남양주시,3000m초과 5000m이하,208
2020,7,찜탕,경기도,남양주시,5000m초과,2
2020,7,치킨,경기도,남양주시,1500m이하,2665
2020,7,치킨,경기도,남양주시,1500m초과 3000m이하,1801
2020,7,치킨,경기도,남양주시,3000m초과 5000m이하,435
2020,7,치킨,경기도,남양주시,5000m초과,3
2020,7,카페/디저트,경기도,남양주시,1500m이하,3487
2020,7,카페/디저트,경기도,남양주시,1500m초과 3000m이하,754
2020,7,카페/디저트,경기도,남양주시,3000m초과 5000m이하,55
2020,7,카페/디저트,경기도,남양주시,5000m초과,2
2020,7,패스트푸드,경기도,남양주시,1500m이하,622
2020,7,패스트푸드,경기도,남양주시,1500m초과 3000m이하,733
2020,7,패스트푸드,경기도,남양주시,3000m초과 5000m이하,21
2020,7,패스트푸드,경기도,남양주시,5000m초과,1
2020,7,피자,경기도,남양주시,1500m이하,1312
2020,7,피자,경기도,남양주시,1500m초과 3000m이하,1111
2020,7,피자,경기도,남양주시,3000m초과 5000m이하,519
2020,7,피자,경기도,남양주시,5000m초과,7
2020,7,한식,경기도,남양주시,1500m이하,1993
2020,7,한식,경기도,남양주시,1500m초과 3000m이하,1420
2020,7,한식,경기도,남양주시,3000m초과 5000m이하,349
2020,7,한식,경기도,남양주시,5000m초과,33
2020,7,회,경기도,남양주시,1500m이하,485
2020,7,회,경기도,남양주시,1500m초과 3000m이하,191
2020,7,회,경기도,남양주시,3000m초과 5000m이하,21
2020,7,회,경기도,남양주시,5000m초과,1
2020,7,돈까스/일식,경기도,동두천시,1500m이하,580
2020,7,돈까스/일식,경기도,동두천시,1500m초과 3000m이하,196
2020,7,돈까스/일식,경기도,동두천시,3000m초과 5000m이하,58
2020,7,돈까스/일식,경기도,동두천시,5000m초과,4
2020,7,배달전문업체,경기도,동두천시,1500m이하,531
2020,7,배달전문업체,경기도,동두천시,1500m초과 3000m이하,112
2020,7,배달전문업체,경기도,동두천시,3000m초과 5000m이하,22
2020,7,배달전문업체,경기도,동두천시,5000m초과,5
2020,7,분식,경기도,동두천시,1500m이하,1335
2020,7,분식,경기도,동두천시,1500m초과 3000m이하,346
2020,7,분식,경기도,동두천시,3000m초과 5000m이하,57
2020,7,분식,경기도,동두천시,5000m초과,4
2020,7,야식,경기도,동두천시,1500m이하,74
2020,7,야식,경기도,동두천시,1500m초과 3000m이하,15
2020,7,야식,경기도,동두천시,3000m초과 5000m이하,1
2020,7,족발/보쌈,경기도,동두천시,1500m이하,1078
2020,7,족발/보쌈,경기도,동두천시,1500m초과 3000m이하,418
2020,7,족발/보쌈,경기도,동두천시,3000m초과 5000m이하,106
2020,7,족발/보쌈,경기도,동두천시,5000m초과,28
2020,7,중식,경기도,동두천시,1500m이하,120
2020,7,중식,경기도,동두천시,1500m초과 3000m이하,39
2020,7,중식,경기도,동두천시,3000m초과 5000m이하,5
2020,7,찜탕,경기도,동두천시,1500m이하,24
2020,7,찜탕,경기도,동두천시,1500m초과 3000m이하,6
2020,7,치킨,경기도,동두천시,1500m이하,2610
2020,7,치킨,경기도,동두천시,1500m초과 3000m이하,1076
2020,7,치킨,경기도,동두천시,3000m초과 5000m이하,146
2020,7,치킨,경기도,동두천시,5000m초과,19
2020,7,카페/디저트,경기도,동두천시,1500m이하,306
2020,7,카페/디저트,경기도,동두천시,1500m초과 3000m이하,96
2020,7,카페/디저트,경기도,동두천시,3000m초과 5000m이하,85
2020,7,카페/디저트,경기도,동두천시,5000m초과,47
2020,7,패스트푸드,경기도,동두천시,1500m이하,1951
2020,7,패스트푸드,경기도,동두천시,1500m초과 3000m이하,331
2020,7,패스트푸드,경기도,동두천시,3000m초과 5000m이하,18
2020,7,피자,경기도,동두천시,1500m이하,1520
2020,7,피자,경기도,동두천시,1500m초과 3000m이하,334
2020,7,피자,경기도,동두천시,3000m초과 5000m이하,164
2020,7,피자,경기도,동두천시,5000m초과,32
2020,7,한식,경기도,동두천시,1500m이하,2686
2020,7,한식,경기도,동두천시,1500m초과 3000m이하,902
2020,7,한식,경기도,동두천시,3000m초과 5000m이하,137
2020,7,한식,경기도,동두천시,5000m초과,9
2020,7,회,경기도,동두천시,1500m이하,34
2020,7,회,경기도,동두천시,1500m초과 3000m이하,13
2020,7,회,경기도,동두천시,3000m초과 5000m이하,11
2020,7,회,경기도,동두천시,5000m초과,1
2020,7,도시락,경기도,부천시,1500m이하,1059
2020,7,도시락,경기도,부천시,1500m초과 3000m이하,140
2020,7,도시락,경기도,부천시,3000m초과 5000m이하,13
2020,7,돈까스/일식,경기도,부천시,1500m이하,1695
2020,7,돈까스/일식,경기도,부천시,1500m초과 3000m이하,937
2020,7,돈까스/일식,경기도,부천시,3000m초과 5000m이하,41
2020,7,돈까스/일식,경기도,부천시,5000m초과,1
2020,7,배달전문업체,경기도,부천시,1500m이하,804
2020,7,배달전문업체,경기도,부천시,1500m초과 3000m이하,613
2020,7,배달전문업체,경기도,부천시,3000m초과 5000m이하,130
2020,7,배달전문업체,경기도,부천시,5000m초과,1
2020,7,분식,경기도,부천시,1500m이하,5785
2020,7,분식,경기도,부천시,1500m초과 3000m이하,1911
2020,7,분식,경기도,부천시,3000m초과 5000m이하,58
2020,7,아시안/양식,경기도,부천시,1500m이하,1188
2020,7,아시안/양식,경기도,부천시,1500m초과 3000m이하,456
2020,7,아시안/양식,경기도,부천시,3000m초과 5000m이하,66
2020,7,아시안/양식,경기도,부천시,5000m초과,7
2020,7,야식,경기도,부천시,1500m이하,659
2020,7,야식,경기도,부천시,1500m초과 3000m이하,466
2020,7,야식,경기도,부천시,3000m초과 5000m이하,96
2020,7,족발/보쌈,경기도,부천시,1500m이하,2786
2020,7,족발/보쌈,경기도,부천시,1500m초과 3000m이하,1436
2020,7,족발/보쌈,경기도,부천시,3000m초과 5000m이하,219
2020,7,족발/보쌈,경기도,부천시,5000m초과,6
2020,7,중식,경기도,부천시,1500m이하,1789
2020,7,중식,경기도,부천시,1500m초과 3000m이하,621
2020,7,중식,경기도,부천시,3000m초과 5000m이하,41
2020,7,찜탕,경기도,부천시,1500m이하,1922
2020,7,찜탕,경기도,부천시,1500m초과 3000m이하,2023
2020,7,찜탕,경기도,부천시,3000m초과 5000m이하,937
2020,7,찜탕,경기도,부천시,5000m초과,93
2020,7,치킨,경기도,부천시,1500m이하,11926
2020,7,치킨,경기도,부천시,1500m초과 3000m이하,6273
2020,7,치킨,경기도,부천시,3000m초과 5000m이하,564
2020,7,치킨,경기도,부천시,5000m초과,4
2020,7,카페/디저트,경기도,부천시,1500m이하,4981
2020,7,카페/디저트,경기도,부천시,1500m초과 3000m이하,1052
2020,7,카페/디저트,경기도,부천시,3000m초과 5000m이하,35
2020,7,패스트푸드,경기도,부천시,1500m이하,1077
2020,7,패스트푸드,경기도,부천시,1500m초과 3000m이하,350
2020,7,패스트푸드,경기도,부천시,3000m초과 5000m이하,29
2020,7,피자,경기도,부천시,1500m이하,2287
2020,7,피자,경기도,부천시,1500m초과 3000m이하,756
2020,7,피자,경기도,부천시,3000m초과 5000m이하,61
2020,7,피자,경기도,부천시,5000m초과,3
2020,7,한식,경기도,부천시,1500m이하,8046
2020,7,한식,경기도,부천시,1500m초과 3000m이하,4035
2020,7,한식,경기도,부천시,3000m초과 5000m이하,204
2020,7,한식,경기도,부천시,5000m초과,1
2020,7,회,경기도,부천시,1500m이하,601
2020,7,회,경기도,부천시,1500m초과 3000m이하,207
2020,7,회,경기도,부천시,3000m초과 5000m이하,18
2020,7,분식,경기도,성남시 분당구,1500m이하,101
2020,7,분식,경기도,성남시 분당구,1500m초과 3000m이하,30
2020,7,분식,경기도,성남시 분당구,3000m초과 5000m이하,2
2020,7,야식,경기도,성남시 분당구,1500m이하,1
2020,7,족발/보쌈,경기도,성남시 분당구,1500m이하,180
2020,7,족발/보쌈,경기도,성남시 분당구,1500m초과 3000m이하,128
2020,7,족발/보쌈,경기도,성남시 분당구,3000m초과 5000m이하,65
2020,7,족발/보쌈,경기도,성남시 분당구,5000m초과,8
2020,7,치킨,경기도,성남시 분당구,1500m이하,72
2020,7,치킨,경기도,성남시 분당구,1500m초과 3000m이하,47
2020,7,치킨,경기도,성남시 분당구,3000m초과 5000m이하,6
2020,7,심부름,경기도,성남시 중원구,1500m이하,2
2020,7,심부름,경기도,성남시 중원구,1500m초과 3000m이하,13
2020,7,심부름,경기도,성남시 중원구,3000m초과 5000m이하,3
2020,7,치킨,경기도,성남시 중원구,1500m이하,16
2020,7,카페/디저트,경기도,수원시 권선구,1500m이하,820
2020,7,카페/디저트,경기도,수원시 권선구,1500m초과 3000m이하,132
2020,7,카페/디저트,경기도,수원시 팔달구,1500m이하,285
2020,7,카페/디저트,경기도,수원시 팔달구,1500m초과 3000m이하,1
2020,7,도시락,경기도,시흥시,1500m이하,111
2020,7,도시락,경기도,시흥시,1500m초과 3000m이하,32
2020,7,돈까스/일식,경기도,시흥시,1500m이하,483
2020,7,돈까스/일식,경기도,시흥시,1500m초과 3000m이하,89
2020,7,돈까스/일식,경기도,시흥시,3000m초과 5000m이하,6
2020,7,분식,경기도,시흥시,1500m이하,3099
2020,7,분식,경기도,시흥시,1500m초과 3000m이하,894
2020,7,분식,경기도,시흥시,3000m초과 5000m이하,11
2020,7,아시안/양식,경기도,시흥시,1500m이하,1519
2020,7,아시안/양식,경기도,시흥시,1500m초과 3000m이하,433
2020,7,아시안/양식,경기도,시흥시,3000m초과 5000m이하,47
2020,7,아시안/양식,경기도,시흥시,5000m초과,1
2020,7,야식,경기도,시흥시,1500m이하,1530
2020,7,야식,경기도,시흥시,1500m초과 3000m이하,356
2020,7,야식,경기도,시흥시,3000m초과 5000m이하,28
2020,7,야식,경기도,시흥시,5000m초과,14
2020,7,족발/보쌈,경기도,시흥시,1500m이하,636
2020,7,족발/보쌈,경기도,시흥시,1500m초과 3000m이하,251
2020,7,족발/보쌈,경기도,시흥시,3000m초과 5000m이하,21
2020,7,족발/보쌈,경기도,시흥시,5000m초과,12
2020,7,중식,경기도,시흥시,1500m이하,842
2020,7,중식,경기도,시흥시,1500m초과 3000m이하,161
2020,7,중식,경기도,시흥시,3000m초과 5000m이하,28
2020,7,찜탕,경기도,시흥시,1500m이하,1025
2020,7,찜탕,경기도,시흥시,1500m초과 3000m이하,199
2020,7,찜탕,경기도,시흥시,3000m초과 5000m이하,8
2020,7,치킨,경기도,시흥시,1500m이하,1530
2020,7,치킨,경기도,시흥시,1500m초과 3000m이하,747
2020,7,치킨,경기도,시흥시,3000m초과 5000m이하,9
2020,7,카페/디저트,경기도,시흥시,1500m이하,2287
2020,7,카페/디저트,경기도,시흥시,1500m초과 3000m이하,375
2020,7,카페/디저트,경기도,시흥시,3000m초과 5000m이하,16
2020,7,패스트푸드,경기도,시흥시,1500m이하,2903
2020,7,패스트푸드,경기도,시흥시,1500m초과 3000m이하,656
2020,7,패스트푸드,경기도,시흥시,3000m초과 5000m이하,35
2020,7,피자,경기도,시흥시,1500m이하,448
2020,7,피자,경기도,시흥시,1500m초과 3000m이하,42
2020,7,피자,경기도,시흥시,3000m초과 5000m이하,7
2020,7,한식,경기도,시흥시,1500m이하,2521
2020,7,한식,경기도,시흥시,1500m초과 3000m이하,750
2020,7,한식,경기도,시흥시,3000m초과 5000m이하,147
2020,7,회,경기도,시흥시,1500m이하,456
2020,7,회,경기도,시흥시,1500m초과 3000m이하,201
2020,7,회,경기도,시흥시,3000m초과 5000m이하,1
2020,7,분식,경기도,안산시 단원구,1500m초과 3000m이하,6
2020,7,분식,경기도,안산시 단원구,3000m초과 5000m이하,5
2020,7,도시락,경기도,안산시 상록구,1500m이하,282
2020,7,도시락,경기도,안산시 상록구,1500m초과 3000m이하,436
2020,7,도시락,경기도,안산시 상록구,3000m초과 5000m이하,76
2020,7,돈까스/일식,경기도,안산시 상록구,1500m이하,1524
2020,7,돈까스/일식,경기도,안산시 상록구,1500m초과 3000m이하,1387
2020,7,돈까스/일식,경기도,안산시 상록구,3000m초과 5000m이하,241
2020,7,돈까스/일식,경기도,안산시 상록구,5000m초과,5
2020,7,배달전문업체,경기도,안산시 상록구,1500m이하,167
2020,7,배달전문업체,경기도,안산시 상록구,1500m초과 3000m이하,77
2020,7,배달전문업체,경기도,안산시 상록구,3000m초과 5000m이하,24
2020,7,배달전문업체,경기도,안산시 상록구,5000m초과,1
2020,7,분식,경기도,안산시 상록구,1500m이하,2902
2020,7,분식,경기도,안산시 상록구,1500m초과 3000m이하,1359
2020,7,분식,경기도,안산시 상록구,3000m초과 5000m이하,529
2020,7,분식,경기도,안산시 상록구,5000m초과,13
2020,7,심부름,경기도,안산시 상록구,1500m이하,4
2020,7,심부름,경기도,안산시 상록구,1500m초과 3000m이하,13
2020,7,심부름,경기도,안산시 상록구,3000m초과 5000m이하,2
