연도,월,업종,시도,군구,거리,건수
2020,1,한식,경기도,고양시 덕양구,1500m초과 3000m이하,1633
2020,1,한식,경기도,고양시 덕양구,3000m초과 5000m이하,367
2020,1,한식,경기도,고양시 덕양구,5000m초과,11
2020,1,회,경기도,고양시 덕양구,1500m이하,970
2020,1,회,경기도,고양시 덕양구,1500m초과 3000m이하,486
2020,1,회,경기도,고양시 덕양구,3000m초과 5000m이하,91
2020,1,회,경기도,고양시 덕양구,5000m초과,1
2020,1,도시락,경기도,고양시 일산동구,1500m이하,37
2020,1,도시락,경기도,고양시 일산동구,1500m초과 3000m이하,23
2020,1,도시락,경기도,고양시 일산동구,3000m초과 5000m이하,5
2020,1,돈까스/일식,경기도,고양시 일산동구,1500m이하,48
2020,1,돈까스/일식,경기도,고양시 일산동구,1500m초과 3000m이하,35
2020,1,돈까스/일식,경기도,고양시 일산동구,3000m초과 5000m이하,9
2020,1,배달전문업체,경기도,고양시 일산동구,1500m이하,4
2020,1,배달전문업체,경기도,고양시 일산동구,1500m초과 3000m이하,11
2020,1,배달전문업체,경기도,고양시 일산동구,3000m초과 5000m이하,2
2020,1,배달전문업체,경기도,고양시 일산동구,5000m초과,1
2020,1,분식,경기도,고양시 일산동구,1500m이하,66
2020,1,분식,경기도,고양시 일산동구,1500m초과 3000m이하,51
2020,1,분식,경기도,고양시 일산동구,3000m초과 5000m이하,5
2020,1,아시안/양식,경기도,고양시 일산동구,1500m이하,39
2020,1,아시안/양식,경기도,고양시 일산동구,1500m초과 3000m이하,19
2020,1,아시안/양식,경기도,고양시 일산동구,3000m초과 5000m이하,7
2020,1,야식,경기도,고양시 일산동구,1500m이하,8
2020,1,야식,경기도,고양시 일산동구,1500m초과 3000m이하,5
2020,1,야식,경기도,고양시 일산동구,3000m초과 5000m이하,2
2020,1,족발/보쌈,경기도,고양시 일산동구,1500m이하,33
2020,1,족발/보쌈,경기도,고양시 일산동구,1500m초과 3000m이하,31
2020,1,족발/보쌈,경기도,고양시 일산동구,3000m초과 5000m이하,8
2020,1,족발/보쌈,경기도,고양시 일산동구,5000m초과,1
2020,1,중식,경기도,고양시 일산동구,1500m이하,7
2020,1,중식,경기도,고양시 일산동구,1500m초과 3000m이하,20
2020,1,중식,경기도,고양시 일산동구,3000m초과 5000m이하,1
2020,1,찜탕,경기도,고양시 일산동구,1500m이하,11
2020,1,찜탕,경기도,고양시 일산동구,1500m초과 3000m이하,21
2020,1,찜탕,경기도,고양시 일산동구,3000m초과 5000m이하,9
2020,1,치킨,경기도,고양시 일산동구,1500m이하,396
2020,1,치킨,경기도,고양시 일산동구,1500m초과 3000m이하,210
2020,1,치킨,경기도,고양시 일산동구,3000m초과 5000m이하,27
2020,1,카페/디저트,경기도,고양시 일산동구,1500m이하,154
2020,1,카페/디저트,경기도,고양시 일산동구,1500m초과 3000m이하,31
2020,1,카페/디저트,경기도,고양시 일산동구,3000m초과 5000m이하,4
2020,1,패스트푸드,경기도,고양시 일산동구,1500m이하,11
2020,1,패스트푸드,경기도,고양시 일산동구,1500m초과 3000m이하,2
2020,1,피자,경기도,고양시 일산동구,1500m이하,123
2020,1,피자,경기도,고양시 일산동구,1500m초과 3000m이하,80
2020,1,피자,경기도,고양시 일산동구,3000m초과 5000m이하,24
2020,1,한식,경기도,고양시 일산동구,1500m이하,76
2020,1,한식,경기도,고양시 일산동구,1500m초과 3000m이하,39
2020,1,한식,경기도,고양시 일산동구,3000m초과 5000m이하,10
2020,1,한식,경기도,고양시 일산동구,5000m초과,1
2020,1,회,경기도,고양시 일산동구,1500m이하,8
2020,1,회,경기도,고양시 일산동구,1500m초과 3000m이하,1
2020,1,도시락,경기도,고양시 일산서구,1500m이하,8
2020,1,도시락,경기도,고양시 일산서구,1500m초과 3000m이하,6
2020,1,도시락,경기도,고양시 일산서구,3000m초과 5000m이하,1
2020,1,돈까스/일식,경기도,고양시 일산서구,1500m이하,156
2020,1,돈까스/일식,경기도,고양시 일산서구,1500m초과 3000m이하,82
2020,1,돈까스/일식,경기도,고양시 일산서구,3000m초과 5000m이하,13
2020,1,배달전문업체,경기도,고양시 일산서구,1500m이하,6
2020,1,배달전문업체,경기도,고양시 일산서구,1500m초과 3000m이하,4
2020,1,분식,경기도,고양시 일산서구,1500m이하,828
2020,1,분식,경기도,고양시 일산서구,1500m초과 3000m이하,201
2020,1,분식,경기도,고양시 일산서구,3000m초과 5000m이하,4
2020,1,심부름,경기도,고양시 일산서구,1500m이하,2
2020,1,심부름,경기도,고양시 일산서구,1500m초과 3000m이하,6
2020,1,심부름,경기도,고양시 일산서구,5000m초과,2
2020,1,야식,경기도,고양시 일산서구,1500m이하,1
2020,1,중식,경기도,고양시 일산서구,1500m이하,20
2020,1,중식,경기도,고양시 일산서구,1500m초과 3000m이하,7
2020,1,찜탕,경기도,고양시 일산서구,1500m이하,315
2020,1,찜탕,경기도,고양시 일산서구,1500m초과 3000m이하,117
2020,1,찜탕,경기도,고양시 일산서구,3000m초과 5000m이하,24
2020,1,찜탕,경기도,고양시 일산서구,5000m초과,2
2020,1,치킨,경기도,고양시 일산서구,1500m이하,1693
2020,1,치킨,경기도,고양시 일산서구,1500m초과 3000m이하,267
2020,1,치킨,경기도,고양시 일산서구,3000m초과 5000m이하,8
2020,1,치킨,경기도,고양시 일산서구,5000m초과,1
2020,1,카페/디저트,경기도,고양시 일산서구,1500m이하,183
2020,1,카페/디저트,경기도,고양시 일산서구,1500m초과 3000m이하,51
2020,1,카페/디저트,경기도,고양시 일산서구,3000m초과 5000m이하,1
2020,1,패스트푸드,경기도,고양시 일산서구,1500m이하,529
2020,1,패스트푸드,경기도,고양시 일산서구,1500m초과 3000m이하,50
2020,1,패스트푸드,경기도,고양시 일산서구,3000m초과 5000m이하,3
2020,1,피자,경기도,고양시 일산서구,1500m이하,881
2020,1,피자,경기도,고양시 일산서구,1500m초과 3000m이하,271
2020,1,피자,경기도,고양시 일산서구,3000m초과 5000m이하,59
2020,1,한식,경기도,고양시 일산서구,1500m이하,523
2020,1,한식,경기도,고양시 일산서구,1500m초과 3000m이하,201
2020,1,한식,경기도,고양시 일산서구,3000m초과 5000m이하,30
2020,1,한식,경기도,고양시 일산서구,5000m초과,1
2020,1,회,경기도,고양시 일산서구,1500m이하,398
2020,1,회,경기도,고양시 일산서구,1500m초과 3000m이하,278
2020,1,회,경기도,고양시 일산서구,3000m초과 5000m이하,34
2020,1,도시락,경기도,광명시,1500m이하,97
2020,1,도시락,경기도,광명시,1500m초과 3000m이하,50
2020,1,도시락,경기도,광명시,3000m초과 5000m이하,50
2020,1,도시락,경기도,광명시,5000m초과,3
2020,1,돈까스/일식,경기도,광명시,1500m이하,3393
2020,1,돈까스/일식,경기도,광명시,1500m초과 3000m이하,2008
2020,1,돈까스/일식,경기도,광명시,3000m초과 5000m이하,378
2020,1,돈까스/일식,경기도,광명시,5000m초과,36
2020,1,분식,경기도,광명시,1500m이하,2846
2020,1,분식,경기도,광명시,1500m초과 3000m이하,1276
2020,1,분식,경기도,광명시,3000m초과 5000m이하,158
2020,1,분식,경기도,광명시,5000m초과,4
2020,1,아시안/양식,경기도,광명시,1500m이하,1051
2020,1,아시안/양식,경기도,광명시,1500m초과 3000m이하,475
2020,1,아시안/양식,경기도,광명시,3000m초과 5000m이하,34
2020,1,아시안/양식,경기도,광명시,5000m초과,1
2020,1,야식,경기도,광명시,1500m이하,869
2020,1,야식,경기도,광명시,1500m초과 3000m이하,846
2020,1,야식,경기도,광명시,3000m초과 5000m이하,278
2020,1,야식,경기도,광명시,5000m초과,51
2020,1,족발/보쌈,경기도,광명시,1500m이하,3047
2020,1,족발/보쌈,경기도,광명시,1500m초과 3000m이하,1943
2020,1,족발/보쌈,경기도,광명시,3000m초과 5000m이하,240
2020,1,족발/보쌈,경기도,광명시,5000m초과,13
2020,1,중식,경기도,광명시,1500m이하,2962
2020,1,중식,경기도,광명시,1500m초과 3000m이하,686
2020,1,중식,경기도,광명시,3000m초과 5000m이하,72
2020,1,중식,경기도,광명시,5000m초과,4
2020,1,찜탕,경기도,광명시,1500m이하,1532
2020,1,찜탕,경기도,광명시,1500m초과 3000m이하,1190
2020,1,찜탕,경기도,광명시,3000m초과 5000m이하,261
2020,1,찜탕,경기도,광명시,5000m초과,55
2020,1,치킨,경기도,광명시,1500m이하,5528
2020,1,치킨,경기도,광명시,1500m초과 3000m이하,2849
2020,1,치킨,경기도,광명시,3000m초과 5000m이하,403
2020,1,치킨,경기도,광명시,5000m초과,21
2020,1,카페/디저트,경기도,광명시,1500m이하,2247
2020,1,카페/디저트,경기도,광명시,1500m초과 3000m이하,1251
2020,1,카페/디저트,경기도,광명시,3000m초과 5000m이하,124
2020,1,카페/디저트,경기도,광명시,5000m초과,8
2020,1,패스트푸드,경기도,광명시,1500m이하,3757
2020,1,패스트푸드,경기도,광명시,1500m초과 3000m이하,409
2020,1,패스트푸드,경기도,광명시,3000m초과 5000m이하,21
2020,1,패스트푸드,경기도,광명시,5000m초과,1
2020,1,피자,경기도,광명시,1500m이하,2447
2020,1,피자,경기도,광명시,1500m초과 3000m이하,1593
2020,1,피자,경기도,광명시,3000m초과 5000m이하,372
2020,1,피자,경기도,광명시,5000m초과,55
2020,1,한식,경기도,광명시,1500m이하,4388
2020,1,한식,경기도,광명시,1500m초과 3000m이하,2901
2020,1,한식,경기도,광명시,3000m초과 5000m이하,242
2020,1,한식,경기도,광명시,5000m초과,14
2020,1,회,경기도,광명시,1500m이하,401
2020,1,회,경기도,광명시,1500m초과 3000m이하,245
2020,1,회,경기도,광명시,3000m초과 5000m이하,33
2020,1,회,경기도,광명시,5000m초과,5
2020,1,분식,경기도,광주시,1500m이하,422
2020,1,분식,경기도,광주시,1500m초과 3000m이하,191
2020,1,분식,경기도,광주시,3000m초과 5000m이하,25
2020,1,심부름,경기도,광주시,1500m이하,5
2020,1,심부름,경기도,광주시,1500m초과 3000m이하,18
2020,1,심부름,경기도,광주시,3000m초과 5000m이하,6
2020,1,심부름,경기도,광주시,5000m초과,1
2020,1,족발/보쌈,경기도,광주시,1500m이하,81
2020,1,족발/보쌈,경기도,광주시,1500m초과 3000m이하,42
2020,1,족발/보쌈,경기도,광주시,3000m초과 5000m이하,62
2020,1,족발/보쌈,경기도,광주시,5000m초과,5
2020,1,찜탕,경기도,광주시,1500m이하,289
2020,1,찜탕,경기도,광주시,1500m초과 3000m이하,209
2020,1,찜탕,경기도,광주시,3000m초과 5000m이하,97
2020,1,찜탕,경기도,광주시,5000m초과,3
2020,1,치킨,경기도,광주시,1500m이하,62
2020,1,치킨,경기도,광주시,1500m초과 3000m이하,11
2020,1,치킨,경기도,광주시,3000m초과 5000m이하,2
2020,1,카페/디저트,경기도,광주시,1500m이하,65
2020,1,카페/디저트,경기도,광주시,1500m초과 3000m이하,79
2020,1,카페/디저트,경기도,광주시,3000m초과 5000m이하,6
2020,1,카페/디저트,경기도,광주시,5000m초과,1
2020,1,한식,경기도,광주시,1500m이하,366
2020,1,한식,경기도,광주시,1500m초과 3000m이하,320
2020,1,한식,경기도,광주시,3000m초과 5000m이하,180
2020,1,한식,경기도,광주시,5000m초과,34
2020,1,카페/디저트,경기도,구리시,1500m이하,116
2020,1,분식,경기도,김포시,1500m이하,189
2020,1,분식,경기도,김포시,1500m초과 3000m이하,102
2020,1,분식,경기도,김포시,3000m초과 5000m이하,2
2020,1,분식,경기도,김포시,5000m초과,3
2020,1,카페/디저트,경기도,김포시,1500m이하,338
2020,1,카페/디저트,경기도,김포시,1500m초과 3000m이하,37
2020,1,도시락,경기도,남양주시,1500m이하,312
2020,1,도시락,경기도,남양주시,1500m초과 3000m이하,131
2020,1,도시락,경기도,남양주시,3000m초과 5000m이하,28
2020,1,돈까스/일식,경기도,남양주시,1500m이하,738
2020,1,돈까스/일식,경기도,남양주시,1500m초과 3000m이하,457
2020,1,돈까스/일식,경기도,남양주시,3000m초과 5000m이하,55
2020,1,돈까스/일식,경기도,남양주시,5000m초과,1
2020,1,분식,경기도,남양주시,1500m이하,2926
2020,1,분식,경기도,남양주시,1500m초과 3000m이하,568
2020,1,분식,경기도,남양주시,3000m초과 5000m이하,102
2020,1,분식,경기도,남양주시,5000m초과,5
2020,1,아시안/양식,경기도,남양주시,1500m이하,123
2020,1,아시안/양식,경기도,남양주시,1500m초과 3000m이하,75
2020,1,아시안/양식,경기도,남양주시,3000m초과 5000m이하,6
2020,1,야식,경기도,남양주시,1500m이하,1179
2020,1,야식,경기도,남양주시,1500m초과 3000m이하,888
2020,1,야식,경기도,남양주시,3000m초과 5000m이하,234
2020,1,야식,경기도,남양주시,5000m초과,5
2020,1,족발/보쌈,경기도,남양주시,1500m이하,931
2020,1,족발/보쌈,경기도,남양주시,1500m초과 3000m이하,505
2020,1,족발/보쌈,경기도,남양주시,3000m초과 5000m이하,105
2020,1,족발/보쌈,경기도,남양주시,5000m초과,9
2020,1,중식,경기도,남양주시,1500m이하,701
2020,1,중식,경기도,남양주시,1500m초과 3000m이하,336
2020,1,중식,경기도,남양주시,3000m초과 5000m이하,107
2020,1,중식,경기도,남양주시,5000m초과,2
2020,1,찜탕,경기도,남양주시,1500m이하,594
2020,1,찜탕,경기도,남양주시,1500m초과 3000m이하,392
2020,1,찜탕,경기도,남양주시,3000m초과 5000m이하,105
2020,1,치킨,경기도,남양주시,1500m이하,1685
2020,1,치킨,경기도,남양주시,1500m초과 3000m이하,1237
2020,1,치킨,경기도,남양주시,3000m초과 5000m이하,194
2020,1,카페/디저트,경기도,남양주시,1500m이하,1952
2020,1,카페/디저트,경기도,남양주시,1500m초과 3000m이하,244
2020,1,카페/디저트,경기도,남양주시,3000m초과 5000m이하,1
2020,1,카페/디저트,경기도,남양주시,5000m초과,1
2020,1,패스트푸드,경기도,남양주시,1500m이하,570
2020,1,패스트푸드,경기도,남양주시,1500m초과 3000m이하,375
2020,1,패스트푸드,경기도,남양주시,3000m초과 5000m이하,10
2020,1,피자,경기도,남양주시,1500m이하,343
2020,1,피자,경기도,남양주시,1500m초과 3000m이하,404
2020,1,피자,경기도,남양주시,3000m초과 5000m이하,334
2020,1,피자,경기도,남양주시,5000m초과,1
2020,1,한식,경기도,남양주시,1500m이하,1251
2020,1,한식,경기도,남양주시,1500m초과 3000m이하,757
2020,1,한식,경기도,남양주시,3000m초과 5000m이하,117
2020,1,한식,경기도,남양주시,5000m초과,4
2020,1,회,경기도,남양주시,1500m이하,449
2020,1,회,경기도,남양주시,1500m초과 3000m이하,139
2020,1,회,경기도,남양주시,3000m초과 5000m이하,33
2020,1,돈까스/일식,경기도,동두천시,1500m이하,486
2020,1,돈까스/일식,경기도,동두천시,1500m초과 3000m이하,181
2020,1,돈까스/일식,경기도,동두천시,3000m초과 5000m이하,43
2020,1,돈까스/일식,경기도,동두천시,5000m초과,5
2020,1,분식,경기도,동두천시,1500m이하,747
2020,1,분식,경기도,동두천시,1500m초과 3000m이하,106
2020,1,분식,경기도,동두천시,3000m초과 5000m이하,26
2020,1,심부름,경기도,동두천시,1500m초과 3000m이하,2
2020,1,심부름,경기도,동두천시,3000m초과 5000m이하,1
2020,1,야식,경기도,동두천시,1500m이하,391
2020,1,야식,경기도,동두천시,1500m초과 3000m이하,101
2020,1,야식,경기도,동두천시,3000m초과 5000m이하,8
2020,1,족발/보쌈,경기도,동두천시,1500m이하,990
2020,1,족발/보쌈,경기도,동두천시,1500m초과 3000m이하,458
2020,1,족발/보쌈,경기도,동두천시,3000m초과 5000m이하,108
2020,1,족발/보쌈,경기도,동두천시,5000m초과,28
2020,1,중식,경기도,동두천시,1500m이하,153
2020,1,중식,경기도,동두천시,1500m초과 3000m이하,41
2020,1,중식,경기도,동두천시,3000m초과 5000m이하,2
2020,1,찜탕,경기도,동두천시,1500m이하,112
2020,1,찜탕,경기도,동두천시,1500m초과 3000m이하,38
2020,1,찜탕,경기도,동두천시,3000m초과 5000m이하,9
2020,1,치킨,경기도,동두천시,1500m이하,1616
2020,1,치킨,경기도,동두천시,1500m초과 3000m이하,673
2020,1,치킨,경기도,동두천시,3000m초과 5000m이하,51
2020,1,치킨,경기도,동두천시,5000m초과,3
2020,1,카페/디저트,경기도,동두천시,1500m이하,212
2020,1,카페/디저트,경기도,동두천시,1500m초과 3000m이하,70
2020,1,카페/디저트,경기도,동두천시,3000m초과 5000m이하,24
2020,1,카페/디저트,경기도,동두천시,5000m초과,11
2020,1,패스트푸드,경기도,동두천시,1500m이하,1744
2020,1,패스트푸드,경기도,동두천시,1500m초과 3000m이하,264
2020,1,패스트푸드,경기도,동두천시,3000m초과 5000m이하,16
2020,1,피자,경기도,동두천시,1500m이하,278
2020,1,피자,경기도,동두천시,1500m초과 3000m이하,155
2020,1,피자,경기도,동두천시,3000m초과 5000m이하,81
2020,1,피자,경기도,동두천시,5000m초과,3
2020,1,한식,경기도,동두천시,1500m이하,1482
2020,1,한식,경기도,동두천시,1500m초과 3000m이하,995
2020,1,한식,경기도,동두천시,3000m초과 5000m이하,116
2020,1,한식,경기도,동두천시,5000m초과,3
2020,1,회,경기도,동두천시,1500m이하,8
2020,1,회,경기도,동두천시,1500m초과 3000m이하,4
2020,1,회,경기도,동두천시,3000m초과 5000m이하,1
2020,1,도시락,경기도,부천시,1500m이하,1116
2020,1,도시락,경기도,부천시,1500m초과 3000m이하,92
2020,1,도시락,경기도,부천시,3000m초과 5000m이하,2
2020,1,돈까스/일식,경기도,부천시,1500m이하,4608
2020,1,돈까스/일식,경기도,부천시,1500m초과 3000m이하,3011
2020,1,돈까스/일식,경기도,부천시,3000m초과 5000m이하,179
2020,1,돈까스/일식,경기도,부천시,5000m초과,1
2020,1,배달전문업체,경기도,부천시,1500m이하,1292
2020,1,배달전문업체,경기도,부천시,1500m초과 3000m이하,913
2020,1,배달전문업체,경기도,부천시,3000m초과 5000m이하,134
2020,1,배달전문업체,경기도,부천시,5000m초과,1
2020,1,분식,경기도,부천시,1500m이하,6332
2020,1,분식,경기도,부천시,1500m초과 3000m이하,2221
2020,1,분식,경기도,부천시,3000m초과 5000m이하,250
2020,1,심부름,경기도,부천시,1500m이하,27
2020,1,심부름,경기도,부천시,1500m초과 3000m이하,13
2020,1,심부름,경기도,부천시,3000m초과 5000m이하,4
2020,1,아시안/양식,경기도,부천시,1500m이하,1398
2020,1,아시안/양식,경기도,부천시,1500m초과 3000m이하,1180
2020,1,아시안/양식,경기도,부천시,3000m초과 5000m이하,137
2020,1,아시안/양식,경기도,부천시,5000m초과,1
2020,1,야식,경기도,부천시,1500m이하,2065
2020,1,야식,경기도,부천시,1500m초과 3000m이하,1516
2020,1,야식,경기도,부천시,3000m초과 5000m이하,277
2020,1,족발/보쌈,경기도,부천시,1500m이하,4345
2020,1,족발/보쌈,경기도,부천시,1500m초과 3000m이하,2925
2020,1,족발/보쌈,경기도,부천시,3000m초과 5000m이하,247
2020,1,족발/보쌈,경기도,부천시,5000m초과,5
2020,1,중식,경기도,부천시,1500m이하,3204
2020,1,중식,경기도,부천시,1500m초과 3000m이하,1816
2020,1,중식,경기도,부천시,3000m초과 5000m이하,311
2020,1,찜탕,경기도,부천시,1500m이하,1474
2020,1,찜탕,경기도,부천시,1500m초과 3000m이하,828
2020,1,찜탕,경기도,부천시,3000m초과 5000m이하,26
2020,1,치킨,경기도,부천시,1500m이하,13267
2020,1,치킨,경기도,부천시,1500m초과 3000m이하,7075
2020,1,치킨,경기도,부천시,3000m초과 5000m이하,795
2020,1,치킨,경기도,부천시,5000m초과,24
2020,1,카페/디저트,경기도,부천시,1500m이하,5484
2020,1,카페/디저트,경기도,부천시,1500m초과 3000m이하,1802
2020,1,카페/디저트,경기도,부천시,3000m초과 5000m이하,148
2020,1,패스트푸드,경기도,부천시,1500m이하,3514
2020,1,패스트푸드,경기도,부천시,1500m초과 3000m이하,798
2020,1,패스트푸드,경기도,부천시,3000m초과 5000m이하,25
2020,1,패스트푸드,경기도,부천시,5000m초과,1
2020,1,피자,경기도,부천시,1500m이하,2835
2020,1,피자,경기도,부천시,1500m초과 3000m이하,1348
2020,1,피자,경기도,부천시,3000m초과 5000m이하,57
2020,1,한식,경기도,부천시,1500m이하,7323
2020,1,한식,경기도,부천시,1500m초과 3000m이하,4661
2020,1,한식,경기도,부천시,3000m초과 5000m이하,502
2020,1,한식,경기도,부천시,5000m초과,2
2020,1,회,경기도,부천시,1500m이하,953
2020,1,회,경기도,부천시,1500m초과 3000m이하,512
2020,1,회,경기도,부천시,3000m초과 5000m이하,72
2020,1,치킨,경기도,성남시 수정구,1500m이하,1
2020,1,치킨,경기도,성남시 수정구,3000m초과 5000m이하,1
2020,1,카페/디저트,경기도,수원시 권선구,1500m이하,767
2020,1,카페/디저트,경기도,수원시 권선구,1500m초과 3000m이하,82
2020,1,카페/디저트,경기도,수원시 권선구,3000m초과 5000m이하,1
2020,1,카페/디저트,경기도,수원시 장안구,1500m이하,32
2020,1,카페/디저트,경기도,수원시 팔달구,1500m이하,157
2020,1,도시락,경기도,시흥시,1500m이하,164
2020,1,도시락,경기도,시흥시,1500m초과 3000m이하,27
2020,1,돈까스/일식,경기도,시흥시,1500m이하,764
2020,1,돈까스/일식,경기도,시흥시,1500m초과 3000m이하,130
2020,1,돈까스/일식,경기도,시흥시,3000m초과 5000m이하,4
2020,1,분식,경기도,시흥시,1500m이하,1613
2020,1,분식,경기도,시흥시,1500m초과 3000m이하,424
2020,1,아시안/양식,경기도,시흥시,1500m이하,1
2020,1,야식,경기도,시흥시,1500m이하,688
2020,1,야식,경기도,시흥시,1500m초과 3000m이하,100
2020,1,야식,경기도,시흥시,3000m초과 5000m이하,11
2020,1,족발/보쌈,경기도,시흥시,1500m이하,796
2020,1,족발/보쌈,경기도,시흥시,1500m초과 3000m이하,305
2020,1,족발/보쌈,경기도,시흥시,3000m초과 5000m이하,38
2020,1,족발/보쌈,경기도,시흥시,5000m초과,16
2020,1,중식,경기도,시흥시,1500m이하,416
2020,1,중식,경기도,시흥시,1500m초과 3000m이하,101
2020,1,중식,경기도,시흥시,3000m초과 5000m이하,25
2020,1,찜탕,경기도,시흥시,1500m이하,836
2020,1,찜탕,경기도,시흥시,1500m초과 3000m이하,138
2020,1,찜탕,경기도,시흥시,3000m초과 5000m이하,9
2020,1,치킨,경기도,시흥시,1500m이하,2016
2020,1,치킨,경기도,시흥시,1500m초과 3000m이하,832
2020,1,치킨,경기도,시흥시,3000m초과 5000m이하,27
2020,1,치킨,경기도,시흥시,5000m초과,1
2020,1,카페/디저트,경기도,시흥시,1500m이하,2532
2020,1,카페/디저트,경기도,시흥시,1500m초과 3000m이하,500
2020,1,카페/디저트,경기도,시흥시,3000m초과 5000m이하,8
2020,1,패스트푸드,경기도,시흥시,1500m이하,1545
2020,1,패스트푸드,경기도,시흥시,1500m초과 3000m이하,424
2020,1,패스트푸드,경기도,시흥시,3000m초과 5000m이하,1
2020,1,피자,경기도,시흥시,1500m이하,1012
2020,1,피자,경기도,시흥시,1500m초과 3000m이하,97
2020,1,피자,경기도,시흥시,3000m초과 5000m이하,15
2020,1,한식,경기도,시흥시,1500m이하,1004
2020,1,한식,경기도,시흥시,1500m초과 3000m이하,321
2020,1,한식,경기도,시흥시,3000m초과 5000m이하,77
2020,1,한식,경기도,시흥시,5000m초과,2
2020,1,회,경기도,시흥시,1500m이하,148
2020,1,회,경기도,시흥시,1500m초과 3000m이하,61
2020,1,도시락,경기도,안산시 상록구,1500m이하,9
2020,1,도시락,경기도,안산시 상록구,1500m초과 3000m이하,4
2020,1,도시락,경기도,안산시 상록구,3000m초과 5000m이하,4
2020,1,돈까스/일식,경기도,안산시 상록구,1500m이하,739
2020,1,돈까스/일식,경기도,안산시 상록구,1500m초과 3000m이하,379
2020,1,돈까스/일식,경기도,안산시 상록구,3000m초과 5000m이하,32
